,index,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
533,7513,108759,0,Cash loans,M,N,Y,0,135000.0,514777.5,52879.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.032561,-17274,-612,-9551.0,-833,,1,1,0,1,1,1,Drivers,1.0,1,1,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 1,0.5217828385846383,0.5942476398450505,0.7597121819739279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-973.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
534,279862,424237,0,Revolving loans,F,N,Y,1,90000.0,157500.0,7875.0,157500.0,Family,Working,Higher education,Married,House / apartment,0.003122,-13923,-3338,-484.0,-3788,,1,1,0,1,0,0,Core staff,3.0,3,3,SATURDAY,14,0,0,0,0,0,0,Other,0.7232031927343744,0.590403461011275,0.6801388218428291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1514.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
535,6791,107921,0,Cash loans,M,Y,N,1,315000.0,1078200.0,28570.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010032,-12279,-1075,-2501.0,-2554,6.0,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,6,0,0,0,0,0,0,Industry: type 2,0.4027736233029517,0.4983180860352207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1378.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
536,190300,320642,0,Cash loans,F,N,N,1,90000.0,381528.0,18684.0,315000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006670999999999999,-11076,-3817,-991.0,-675,,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,18,0,0,0,0,0,0,Business Entity Type 2,0.4059309322114073,0.6454234798835241,0.5513812618027899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-843.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
537,118156,237011,0,Revolving loans,F,N,N,0,90000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-14518,-2688,-2121.0,-259,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,1,1,Business Entity Type 2,,0.19956754006662245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
538,260270,401202,0,Cash loans,F,N,Y,0,94500.0,269550.0,21294.0,225000.0,Children,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-14636,-1005,-2496.0,-4397,,1,1,0,1,0,0,Private service staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Kindergarten,,0.6076817315726109,0.4956658291397297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-797.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
539,297412,444565,0,Cash loans,M,N,N,0,112500.0,728460.0,44694.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-13519,-492,-2893.0,-4397,,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 2,,0.009904596534593343,0.4400578303966329,0.0021,,0.9702,,,,0.0345,0.0,,0.001,,0.0008,,0.0044,0.0021,,0.9702,,,,0.0345,0.0,,0.001,,0.0008,,0.0047,0.0021,,0.9702,,,,0.0345,0.0,,0.001,,0.0008,,0.0045,,block of flats,0.001,Wooden,No,0.0,0.0,0.0,0.0,-160.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
540,144678,267766,0,Revolving loans,F,N,Y,0,135000.0,405000.0,20250.0,405000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-18695,365243,-4592.0,-1274,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,,0.5855508662632949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
541,58981,168364,0,Cash loans,F,N,N,0,135000.0,814041.0,23800.5,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-13355,-1405,-7464.0,-4164,,1,1,1,1,1,0,Laborers,1.0,1,1,SUNDAY,7,0,0,0,0,0,0,Business Entity Type 1,,0.7750398315900281,0.5673792367572691,0.2711,0.2095,0.9781,0.7008,0.0609,0.2,0.1724,0.3333,0.375,0.1307,0.2185,0.2911,0.0116,0.0124,0.2763,0.2175,0.9782,0.7125,0.0615,0.2014,0.1724,0.3333,0.375,0.1337,0.2388,0.3033,0.0117,0.0131,0.2738,0.2095,0.9781,0.7048,0.0613,0.2,0.1724,0.3333,0.375,0.133,0.2223,0.2963,0.0116,0.0126,reg oper account,block of flats,0.265,"Stone, brick",No,0.0,0.0,0.0,0.0,-2343.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
542,83553,196909,0,Revolving loans,F,Y,Y,0,180000.0,382500.0,19125.0,382500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-22813,365243,-11539.0,-6013,15.0,1,0,0,1,1,0,,2.0,1,1,TUESDAY,12,0,0,0,0,0,0,XNA,,0.3502531586708005,,0.1227,0.0,0.9767,0.6804,0.0,0.0,0.2759,0.1667,0.2083,0.0555,0.1,0.1071,0.0,0.0,0.125,0.0,0.9767,0.6929,0.0,0.0,0.2759,0.1667,0.2083,0.0568,0.1093,0.1116,0.0,0.0,0.1239,0.0,0.9767,0.6847,0.0,0.0,0.2759,0.1667,0.2083,0.0565,0.1018,0.109,0.0,0.0,org spec account,block of flats,0.0843,Panel,No,3.0,0.0,3.0,0.0,-1027.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
543,239612,377473,0,Cash loans,M,N,N,3,225000.0,675000.0,49248.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16174,-698,-2165.0,-2193,,1,1,0,1,0,0,Low-skill Laborers,5.0,3,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.18479850617203286,0.6733765043691148,0.35895122857839673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-838.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
544,10865,112645,0,Cash loans,F,N,Y,0,189000.0,1012653.0,43033.5,931500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.019101,-14427,-3448,-6382.0,-5003,,1,1,0,1,0,0,Accountants,1.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,School,0.7432832730023746,0.6498348664895949,0.3490552510751822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
545,141908,264537,0,Cash loans,F,Y,Y,0,157500.0,198000.0,19417.5,198000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,-21126,-3209,-9006.0,-4301,2.0,1,1,1,1,1,0,Medicine staff,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,Medicine,0.7986458760539649,0.3971022160028679,0.7530673920730478,0.1897,0.1002,0.9836,0.7756,0.0401,0.24,0.2069,0.3333,0.0417,0.0388,0.1547,0.2101,0.0,0.1066,0.1933,0.10400000000000001,0.9836,0.7844,0.0405,0.2417,0.2069,0.3333,0.0417,0.0397,0.16899999999999998,0.2189,0.0,0.1129,0.1915,0.1002,0.9836,0.7786,0.0404,0.24,0.2069,0.3333,0.0417,0.0394,0.1573,0.2139,0.0,0.1088,reg oper account,block of flats,0.2219,Panel,No,3.0,1.0,3.0,1.0,-755.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
546,173974,301612,0,Cash loans,F,N,Y,0,180000.0,1113840.0,47322.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-23470,-7314,-186.0,-4748,,1,1,0,1,0,0,Core staff,2.0,2,2,SATURDAY,4,0,0,0,0,1,1,School,0.7000961582377278,0.6560339931796314,0.29708661164720285,0.0412,0.0443,0.9826,0.762,0.0196,0.0,0.069,0.1667,0.2083,0.0268,0.0336,0.0431,0.0,0.0,0.042,0.046,0.9826,0.7713,0.0198,0.0,0.069,0.1667,0.2083,0.0274,0.0367,0.0449,0.0,0.0,0.0416,0.0443,0.9826,0.7652,0.0198,0.0,0.069,0.1667,0.2083,0.0272,0.0342,0.0439,0.0,0.0,,block of flats,0.0446,"Stone, brick",No,0.0,0.0,0.0,0.0,-1295.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
547,240370,378398,0,Cash loans,M,Y,Y,0,90000.0,76410.0,7686.0,67500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.00823,-23565,-3081,-3840.0,-3945,10.0,1,1,1,1,1,0,,2.0,2,2,TUESDAY,12,0,0,0,0,1,1,Government,,0.6930137674339959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-420.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
548,220159,355045,0,Cash loans,F,N,Y,0,135000.0,238500.0,9121.5,238500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018634,-10470,-1922,-267.0,-2801,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.5833219519473335,0.3809241010246151,0.6363761710860439,,,0.9732,,,,0.1379,0.1667,,,,0.0564,,,,,0.9732,,,,0.1379,0.1667,,,,0.0587,,,,,0.9732,,,,0.1379,0.1667,,,,0.0574,,,,,0.0638,"Stone, brick",No,0.0,0.0,0.0,0.0,-1936.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
549,279293,423535,0,Cash loans,F,N,Y,0,99000.0,239850.0,23850.0,225000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.006008,-22458,-4245,-5318.0,-3617,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,School,,0.6793406835360896,0.8193176922872417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
550,198216,329823,0,Cash loans,M,N,Y,4,135000.0,592560.0,32274.0,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.010147,-15447,-123,-1738.0,-1750,,1,1,0,1,0,0,Laborers,6.0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,,0.6006375380416973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-666.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
551,116673,235303,0,Cash loans,F,N,N,0,36000.0,276277.5,10368.0,238500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-20656,365243,-10520.0,-4212,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,0.6814298714428848,0.5008601852939305,0.7544061731797895,0.0082,0.0,0.9712,0.6056,0.0007,0.0,0.0345,0.0417,0.0417,0.0068,0.0067,0.0082,0.0,0.0,0.0084,0.0,0.9712,0.621,0.0007,0.0,0.0345,0.0417,0.0417,0.0069,0.0073,0.0086,0.0,0.0,0.0083,0.0,0.9712,0.6109,0.0007,0.0,0.0345,0.0417,0.0417,0.0069,0.0068,0.0084,0.0,0.0,reg oper spec account,block of flats,0.0065,Wooden,No,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
552,59595,169079,0,Cash loans,F,N,N,0,126000.0,298467.0,27747.0,283500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-22442,365243,-2585.0,-2584,,1,0,0,1,0,0,,2.0,1,1,THURSDAY,13,0,0,0,0,0,0,XNA,,0.637234721733254,0.5797274227921155,0.6969,0.2348,0.9955,,,0.96,0.3793,0.7917,,,,,,,0.7101,0.2436,0.9955,,,0.9667,0.3793,0.7917,,,,,,,0.7037,0.2348,0.9955,,,0.96,0.3793,0.7917,,,,,,,,block of flats,0.6633,"Stone, brick",No,1.0,0.0,1.0,0.0,-189.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
553,79377,192020,0,Cash loans,M,Y,Y,2,180000.0,592560.0,25236.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-20681,365243,-3586.0,-4199,11.0,1,0,0,1,1,0,,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.5996719906082567,0.5762088360175724,0.2237,0.0764,0.9831,0.7688,0.0379,0.24,0.2069,0.3333,0.375,0.0289,0.1816,0.2289,0.0039,0.0018,0.2279,0.0793,0.9831,0.7779,0.0383,0.2417,0.2069,0.3333,0.375,0.0295,0.1983,0.2385,0.0039,0.0019,0.2259,0.0764,0.9831,0.7719,0.0382,0.24,0.2069,0.3333,0.375,0.0294,0.1847,0.2331,0.0039,0.0018,reg oper account,block of flats,0.2043,Panel,No,2.0,0.0,2.0,0.0,-1645.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
554,43263,150075,0,Cash loans,F,N,Y,0,198000.0,254700.0,14350.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.035792000000000004,-23889,365243,-6911.0,-4013,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,,0.4212720947835376,0.7981372313187245,0.1485,0.0818,0.9851,0.7959999999999999,0.0249,0.0,0.069,0.1667,0.2083,0.052000000000000005,0.121,0.0691,0.0,0.0,0.1513,0.0849,0.9851,0.804,0.0251,0.0,0.069,0.1667,0.2083,0.0532,0.1322,0.07200000000000001,0.0,0.0,0.1499,0.0818,0.9851,0.7987,0.0251,0.0,0.069,0.1667,0.2083,0.0529,0.1231,0.0704,0.0,0.0,reg oper account,block of flats,0.0544,"Stone, brick",No,0.0,0.0,0.0,0.0,-245.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,8.0
555,183186,312322,0,Cash loans,F,N,Y,1,72000.0,723996.0,37093.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-10240,-1248,-3328.0,-2893,,1,1,0,1,0,0,Laborers,3.0,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 1,,0.09669595458258737,,0.0206,,0.9677,,,0.0,0.1034,0.0417,,,,0.0123,,,0.021,,0.9677,,,0.0,0.1034,0.0417,,,,0.0128,,,0.0208,,0.9677,,,0.0,0.1034,0.0417,,,,0.0126,,,,block of flats,0.0178,"Stone, brick",No,0.0,0.0,0.0,0.0,-942.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
556,237315,374877,0,Cash loans,F,N,N,0,175500.0,579942.0,35608.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00496,-13050,-4988,-5233.0,-903,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.29682197487924755,0.6600541610568695,0.6092756673894402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
557,139400,261629,0,Cash loans,F,N,N,0,337500.0,1800000.0,62698.5,1800000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.020713,-18080,-1718,-1472.0,-1628,,1,1,1,1,0,0,Managers,2.0,3,1,SATURDAY,12,0,0,0,0,0,0,Self-employed,0.45704726915753996,0.3891411272858538,0.3996756156233169,0.0825,0.0806,0.9781,,,0.0,0.1379,0.1667,,0.0372,,0.0704,,0.0,0.084,0.0837,0.9782,,,0.0,0.1379,0.1667,,0.0381,,0.0733,,0.0,0.0833,0.0806,0.9781,,,0.0,0.1379,0.1667,,0.0379,,0.0716,,0.0,,block of flats,0.0554,Panel,No,0.0,0.0,0.0,0.0,-1213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
558,29351,134086,0,Cash loans,F,N,Y,0,180000.0,916470.0,26797.5,765000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.022625,-15512,-5437,-6294.0,-4324,,1,1,1,1,0,0,Laborers,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.4805965813894286,0.649008408903303,0.5513812618027899,0.0082,,0.9846,,,0.0,0.069,0.0417,,,,0.0098,,,0.0084,,0.9846,,,0.0,0.069,0.0417,,,,0.0102,,,0.0083,,0.9846,,,0.0,0.069,0.0417,,,,0.0099,,,,block of flats,0.0117,"Stone, brick",No,3.0,0.0,3.0,0.0,-1751.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
559,34854,140388,0,Revolving loans,M,N,N,0,112500.0,315000.0,15750.0,315000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.072508,-21039,-786,-618.0,-4238,,1,1,0,1,0,0,Managers,1.0,1,1,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7343628518509218,,0.22399999999999998,0.1068,0.9911,0.8776,0.1349,0.28,0.1121,0.6771,0.7188,0.0,0.1807,0.2577,0.0087,0.0481,0.125,0.0866,0.9906,0.8759,0.0823,0.2417,0.1379,0.6667,0.7083,0.0,0.1084,0.1355,0.0078,0.0037,0.255,0.106,0.9906,0.8725,0.1323,0.28,0.1207,0.6667,0.7083,0.0,0.2074,0.2917,0.0078,0.0601,reg oper account,block of flats,0.204,Panel,No,0.0,0.0,0.0,0.0,-228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
560,255534,395682,0,Cash loans,F,N,N,0,112500.0,326439.0,11853.0,229500.0,Family,State servant,Secondary / secondary special,Civil marriage,With parents,0.030755,-13902,-2527,-5804.0,-4351,,1,1,0,1,0,0,,2.0,2,2,MONDAY,15,0,0,0,0,1,1,Other,0.5227929512245859,0.0951824309322108,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1520.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
561,301545,449344,0,Cash loans,M,Y,Y,1,157500.0,272520.0,21528.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-9891,-12,-127.0,-2528,7.0,1,1,1,1,0,0,Laborers,3.0,2,2,FRIDAY,12,0,1,1,0,1,1,Construction,,0.7853510509482415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1896.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
562,285538,430701,0,Revolving loans,M,N,Y,1,270000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-16715,-1207,-6798.0,-260,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Industry: type 7,,0.5119775598928246,0.5602843280409464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
563,170026,297059,1,Revolving loans,F,N,Y,1,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-9794,-754,-9794.0,-2238,,1,1,1,1,0,0,Cleaning staff,3.0,2,2,THURSDAY,15,0,0,0,0,0,0,Transport: type 4,0.31942763387043,0.08232265051740519,0.43473324875017305,0.0742,0.0555,0.9806,0.7348,,0.08,0.069,0.3333,0.375,0.0662,0.0605,0.0757,,0.004,0.0756,0.0575,0.9806,0.7452,,0.0806,0.069,0.3333,0.375,0.0677,0.0661,0.0789,,0.0043,0.0749,0.0555,0.9806,0.7383,,0.08,0.069,0.3333,0.375,0.0674,0.0616,0.0771,,0.0041,reg oper account,block of flats,0.0951,"Stone, brick",No,0.0,0.0,0.0,0.0,-224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
564,258458,399102,0,Cash loans,F,N,Y,0,157500.0,1037128.5,42930.0,927000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.009334,-19817,365243,-11460.0,-3118,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.7306135800699457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1154,,No,4.0,1.0,4.0,1.0,-3489.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
565,126019,246131,0,Cash loans,F,N,Y,0,67500.0,148365.0,10678.5,135000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00823,-20391,-1721,-4230.0,-2462,,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,,0.2458479030579781,0.3740208032583212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-652.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
