,index,SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
3754,592197,107847,6776778,Active,currency 1,-901,0,10057.0,,0.0,0,787500.0,,,0.0,Credit card,-28,38772.0
3755,592198,107847,6776779,Active,currency 1,-1059,0,767.0,,0.0,0,1115100.0,890032.5,0.0,0.0,Consumer credit,-516,18585.0
3756,592243,284513,6776832,Active,currency 1,-764,0,597.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-154,
3757,592244,284513,6776833,Closed,currency 1,-909,0,-423.0,-514.0,0.0,0,77805.0,0.0,0.0,0.0,Consumer credit,-514,
3758,592254,343823,6776847,Closed,currency 1,-1597,0,-1385.0,-1415.0,,0,22913.28,0.0,,0.0,Consumer credit,-893,
3759,592255,343823,6776849,Closed,currency 1,-2079,0,-1806.0,-1835.0,,0,49951.44,0.0,,0.0,Consumer credit,-893,
3760,592256,343823,6776850,Active,currency 1,-631,0,1195.0,,,0,1293750.0,1028812.5,0.0,0.0,Consumer credit,-19,38659.5
3761,592257,343823,6776854,Closed,currency 1,-849,0,-668.0,-668.0,0.0,0,50431.5,0.0,0.0,0.0,Consumer credit,-662,
3762,592258,343823,6776856,Active,currency 1,-2887,0,-2521.0,,23208.615,0,66937.5,0.0,0.0,0.0,Consumer credit,-78,5578.11
3763,592356,403690,6776970,Active,currency 1,-485,0,30913.0,,,0,90000.0,87898.5,0.0,0.0,Credit card,-8,0.0
3764,592357,403690,6776971,Active,currency 1,-1024,0,352.0,,,0,225000.0,198805.5,0.0,0.0,Credit card,-173,
3765,592358,403690,6776972,Active,currency 1,-78,0,1021.0,,0.0,0,225000.0,207349.47,17650.53,0.0,Credit card,-20,19350.0
3766,592359,174920,6776973,Closed,currency 1,-398,0,-154.0,-154.0,,0,382050.0,0.0,,0.0,Consumer credit,-73,
3767,592360,174920,6776974,Active,currency 1,-155,0,1306.0,,,0,1448734.5,1374277.5,0.0,0.0,Consumer credit,-30,47956.5
3768,592361,174920,6776975,Closed,currency 1,-2551,0,-2367.0,-2365.0,,0,48244.5,,,0.0,Consumer credit,-2365,
3769,592362,174920,6776976,Active,currency 1,-978,0,796.0,,,0,153000.0,166036.5,,0.0,Credit card,-29,10350.0
3770,592363,174920,6776977,Active,currency 1,-163,0,,,,0,135000.0,132552.0,,0.0,Credit card,-20,15709.5
3771,592364,174920,6776978,Active,currency 1,-95,0,95.0,,0.0,0,35899.515,24720.435,0.0,0.0,Consumer credit,-15,7650.0
3772,592365,174920,6776979,Closed,currency 1,-174,0,-87.0,-149.0,0.0,0,40034.25,0.0,0.0,0.0,Microloan,-134,
3773,592551,233093,6777188,Closed,currency 1,-294,0,-281.0,-281.0,0.0,0,1176750.0,0.0,0.0,0.0,Consumer credit,-277,
3774,592552,233093,6777189,Closed,currency 1,-747,0,-525.0,-525.0,0.0,0,1147392.0,0.0,0.0,0.0,Consumer credit,-522,
3775,592553,233093,6777190,Closed,currency 1,-823,0,-794.0,-794.0,0.0,0,154795.5,0.0,0.0,0.0,Consumer credit,-788,
3776,592554,233093,6777191,Closed,currency 1,-1003,0,-941.0,-941.0,0.0,0,568356.615,0.0,0.0,0.0,Consumer credit,-935,
3777,592555,233093,6777192,Active,currency 1,-1144,0,,,0.0,0,270000.0,0.0,270000.0,0.0,Credit card,-74,27000.0
3778,595024,437062,6780006,Active,currency 1,-2542,0,-315.0,,,0,81949.5,81949.5,,0.0,Credit card,-1305,
3779,595025,437062,6780007,Closed,currency 1,-420,0,-54.0,-178.0,0.0,0,75096.0,0.0,0.0,0.0,Consumer credit,-177,
3780,595026,437062,6780008,Active,currency 1,-2542,0,,,2207.43,0,90000.0,0.0,90000.0,0.0,Credit card,-26,4500.0
3781,595083,283165,6780079,Closed,currency 1,-501,0,-320.0,-310.0,7044.525,0,46251.0,0.0,0.0,0.0,Consumer credit,-310,
3782,595366,443342,6780398,Closed,currency 1,-2676,0,-1822.0,-1822.0,,0,84262.5,0.0,,0.0,Consumer credit,-563,
3783,595367,443342,6780399,Active,currency 1,-609,0,565.0,,,0,180000.0,25609.5,0.0,0.0,Credit card,-144,
3784,595368,443342,6780400,Active,currency 1,-609,0,852.0,,,0,582300.0,231673.5,0.0,0.0,Consumer credit,-28,
3785,595369,443342,6780401,Active,currency 1,-128,0,419.0,,,0,465021.0,369517.5,0.0,0.0,Consumer credit,-6,6147.0
3786,595370,443342,6780402,Closed,currency 1,-742,0,-377.0,-688.0,0.0,0,146250.0,0.0,0.0,0.0,Consumer credit,-688,6147.0
3787,595371,443342,6780403,Closed,currency 1,-887,0,-522.0,-800.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-800,6147.0
3788,595679,235406,5138633,Closed,currency 1,-2685,0,-2135.0,-2135.0,,0,67639.5,0.0,0.0,0.0,Consumer credit,-1237,
3789,595680,235406,5138634,Active,currency 1,-1400,0,759.0,,,0,135000.0,52753.5,0.0,0.0,Credit card,-53,
3790,595681,235406,5138636,Closed,currency 1,-629,0,-508.0,-508.0,0.0,0,45384.075,0.0,0.0,0.0,Consumer credit,-502,
3791,596042,429709,5139106,Closed,currency 1,-962,0,133.0,-132.0,,0,238500.0,0.0,0.0,0.0,Consumer credit,-99,
3792,596043,429709,5139107,Closed,currency 1,-1556,0,-1282.0,-1282.0,0.0,0,47245.5,0.0,0.0,0.0,Consumer credit,-1278,
3793,600961,197465,5145006,Closed,currency 1,-788,0,1038.0,-269.0,,0,981000.0,0.0,0.0,0.0,Consumer credit,-212,
3794,600962,197465,5145007,Active,currency 1,-904,0,922.0,,,0,1800000.0,1144242.0,0.0,0.0,Consumer credit,-40,
3795,600963,197465,5145009,Closed,currency 1,-1249,0,578.0,-883.0,,0,872959.5,0.0,,0.0,Car loan,-874,
3796,600964,197465,5145010,Closed,currency 1,-289,0,1537.0,-184.0,0.0,0,810000.0,,,0.0,Consumer credit,-184,
3797,601879,398644,5146178,Closed,currency 1,-2773,0,-1651.0,-1520.0,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-1520,0.0
3798,601880,398644,5146179,Active,currency 1,-1780,0,46.0,,0.0,0,4500.0,0.0,0.0,0.0,Credit card,-706,
3799,601881,398644,5146180,Closed,currency 1,-1780,0,-1568.0,-1595.0,5343.165,0,28729.98,0.0,0.0,0.0,Consumer credit,-1567,450.0
3800,601882,398644,5146181,Closed,currency 1,-2491,0,-1760.0,-1996.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-935,
3801,601883,398644,5146182,Active,currency 1,-238,0,1059.0,,,0,180000.0,151249.5,0.0,0.0,Credit card,-40,
3802,601884,398644,5146183,Closed,currency 1,-2779,0,-2504.0,-2540.0,,0,90000.0,,,0.0,Consumer credit,-2540,
3803,601885,398644,5146184,Closed,currency 1,-2519,0,-2244.0,-2424.0,,0,90000.0,,,0.0,Consumer credit,-2424,0.0
3804,601886,398644,5146186,Active,currency 1,-591,0,140.0,,0.0,1,4500.0,0.0,4500.0,0.0,Credit card,-42,
3805,601887,398644,5146187,Active,currency 1,-135,0,1691.0,,0.0,0,3600000.0,,,0.0,Consumer credit,-10,28521.0
3806,602981,112878,5147552,Closed,currency 1,-2132,0,-2009.0,-2038.0,0.0,0,13657.95,0.0,0.0,0.0,Consumer credit,-2038,
3807,602982,112878,5147553,Closed,currency 1,-1903,0,-804.0,-1562.0,0.0,0,40500.0,0.0,0.0,0.0,Credit card,-1562,
3808,602983,112878,5147555,Closed,currency 1,-903,0,-721.0,-751.0,0.0,0,72436.5,0.0,0.0,0.0,Consumer credit,-751,
3809,607261,385910,6466073,Closed,currency 1,-1338,0,-670.0,-645.0,,0,255213.0,,,0.0,Consumer credit,-638,0.0
3810,607262,385910,6466074,Active,currency 1,-371,0,2186.0,,1579.5,0,450000.0,430299.99,0.0,0.0,Consumer credit,-5,13788.0
3811,607395,386817,6466226,Closed,currency 1,-746,0,350.0,-520.0,,0,99000.0,0.0,0.0,0.0,Consumer credit,-516,91030.5
3812,607396,386817,6466227,Closed,currency 1,-1266,0,-900.0,-898.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-577,0.0
3813,607397,386817,6466228,Closed,currency 1,-1729,0,-1299.0,-1297.0,,0,48600.0,,,0.0,Consumer credit,-1293,
3814,607398,386817,6466229,Closed,currency 1,-1160,0,-1131.0,-1131.0,,0,13500.0,,,0.0,Consumer credit,-1128,
3815,607399,386817,6466230,Active,currency 1,-541,0,,,,0,135000.0,9364.5,,0.0,Consumer credit,-20,9364.5
3816,607400,386817,6466231,Active,currency 1,-272,0,,,0.0,0,90000.0,67885.245,22114.755,0.0,Credit card,-8,9818.91
3817,607401,386817,6466232,Closed,currency 1,-1110,0,-562.0,-562.0,0.0,0,107995.5,0.0,0.0,0.0,Consumer credit,-556,
3818,607402,386817,6466233,Closed,currency 1,-1535,0,-1169.0,-1258.0,3627.45,0,45000.0,0.0,0.0,0.0,Consumer credit,-607,
3819,607403,386817,6466234,Closed,currency 1,-1664,0,-1299.0,-1297.0,0.0,0,48600.0,0.0,0.0,0.0,Consumer credit,-446,
3820,607404,386817,6466235,Closed,currency 1,-1729,0,-998.0,-1684.0,0.0,0,99900.0,0.0,0.0,0.0,Consumer credit,-1527,
3821,607426,412487,6466261,Closed,currency 1,-1181,0,-451.0,-544.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-542,0.0
3822,607427,412487,6466263,Closed,currency 1,-1902,0,-1537.0,-1535.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-1534,0.0
3823,607428,412487,6466264,Active,currency 1,-247,0,484.0,,,0,315000.0,237888.0,0.0,0.0,Consumer credit,-34,0.0
3824,607553,330840,6466409,Closed,currency 1,-178,0,157.0,-114.0,,0,95053.5,0.0,,0.0,Consumer credit,-112,
3825,607554,330840,6466410,Closed,currency 1,-1939,0,-113.0,-1370.0,,0,306000.0,0.0,0.0,0.0,Consumer credit,-653,0.0
3826,607555,330840,6466411,Closed,currency 1,-1101,0,725.0,-642.0,,0,2325258.0,0.0,0.0,0.0,Car loan,-414,0.0
3827,607556,330840,6466412,Closed,currency 1,-1939,0,-113.0,-1370.0,,0,306000.0,0.0,0.0,0.0,Consumer credit,-885,0.0
3828,607557,330840,6466413,Active,currency 1,-797,0,570.0,,,0,157500.0,142933.5,0.0,0.0,Credit card,-177,
3829,607558,330840,6466414,Active,currency 1,-656,0,1170.0,,,0,877500.0,661954.5,0.0,0.0,Consumer credit,-17,23179.5
3830,607559,330840,6466415,Closed,currency 1,-1974,0,-1702.0,-1213.0,,0,157509.0,,,0.0,Consumer credit,-1210,0.0
3831,607560,330840,6466416,Closed,currency 1,-291,0,-184.0,-184.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-184,
3832,607561,330840,6466417,Closed,currency 1,-448,0,-302.0,-302.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-302,
3833,607562,330840,6466418,Closed,currency 1,-607,0,-458.0,-458.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-458,
3834,607563,330840,6466419,Closed,currency 1,-790,0,-662.0,-662.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-662,
3835,607564,330840,6466420,Closed,currency 1,-967,0,-796.0,-796.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-796,
3836,607724,152632,6466612,Closed,currency 1,-1604,0,-1270.0,-1286.0,,0,60774.3,0.0,,0.0,Consumer credit,-11,
3837,607924,202204,6466847,Closed,currency 1,-2173,0,-1988.0,-1969.0,,0,19399.5,0.0,0.0,0.0,Consumer credit,-1039,0.0
3838,607928,200185,6466851,Closed,currency 1,-1087,0,9804.0,-1047.0,0.0,0,360000.0,,,0.0,Credit card,-1047,
3839,607929,200185,6466852,Closed,currency 1,-2843,0,-2477.0,-2477.0,0.0,0,82282.5,0.0,0.0,0.0,Consumer credit,-2477,
3840,608044,355560,6466986,Active,currency 1,-255,0,476.0,,,0,1521000.0,838134.0,0.0,0.0,Consumer credit,-31,57388.5
3841,608226,402309,6467224,Active,currency 1,-515,0,-178.0,,0.0,0,45431.1,0.0,0.0,0.0,Consumer credit,-508,
3842,608227,402309,6467225,Closed,currency 1,-433,0,-219.0,-219.0,0.0,0,59400.0,0.0,0.0,0.0,Consumer credit,-215,
3843,608228,402309,6467226,Active,currency 1,-226,0,,,0.0,0,450000.0,427608.0,22390.695,0.0,Credit card,-19,
3844,611157,437488,6470678,Closed,currency 1,-25,0,-9.0,-22.0,,0,22500.0,0.0,0.0,0.0,Consumer credit,-19,
3845,611158,437488,6470679,Closed,currency 1,-37,0,-21.0,-36.0,,0,27000.0,0.0,0.0,0.0,Consumer credit,-28,
3846,611159,437488,6470680,Closed,currency 1,-121,0,-105.0,-112.0,,0,40500.0,0.0,0.0,0.0,Consumer credit,-86,
3847,611160,437488,6470682,Closed,currency 1,-41,0,,-27.0,,0,18000.0,0.0,,0.0,Consumer credit,-27,
3848,611161,437488,6470683,Active,currency 1,-112,0,1349.0,,,0,497475.0,478453.5,,0.0,Consumer credit,-23,
3849,611162,437488,6470684,Closed,currency 1,-36,0,,-22.0,,0,22500.0,0.0,,0.0,Microloan,-21,
3850,611163,437488,6470685,Closed,currency 1,-27,0,,-14.0,,0,36000.0,0.0,,0.0,Consumer credit,-14,
3851,611164,437488,6470686,Closed,currency 1,-22,0,,-7.0,,0,22500.0,0.0,,0.0,Microloan,-6,
3852,611165,437488,6470688,Active,currency 1,-275,0,27409.0,,,0,22500.0,18819.0,,0.0,Credit card,-13,
3853,611166,437488,6470689,Active,currency 1,-7,0,,,,0,45000.0,45450.0,,450.0,Consumer credit,-7,
3854,611707,319536,5015265,Closed,currency 1,-1161,0,662.0,-686.0,,0,337500.0,0.0,0.0,0.0,Consumer credit,-3,
3855,611708,319536,5015266,Closed,currency 1,-1210,0,-903.0,-903.0,,0,87291.0,0.0,0.0,0.0,Consumer credit,-903,
3856,611709,319536,5015267,Closed,currency 1,-740,0,-560.0,-560.0,17992.035,0,113209.02,0.0,0.0,0.0,Consumer credit,-560,
3857,611710,319536,5015268,Active,currency 1,-160,0,24.0,,0.0,0,225000.0,34787.385,0.0,0.0,Consumer credit,-10,
3858,611734,424065,6398045,Closed,currency 1,-971,0,-562.0,-264.0,,0,225000.0,0.0,0.0,0.0,Credit card,-261,45000.0
3859,611735,424065,6398046,Active,currency 1,-661,0,1165.0,,,0,540000.0,414103.5,0.0,0.0,Consumer credit,-10,45000.0
3860,612072,294176,6398443,Closed,currency 1,-929,0,-717.0,-743.0,,0,49008.78,0.0,,0.0,Consumer credit,-737,
3861,612073,294176,6398444,Closed,currency 1,-1186,0,-973.0,-1002.0,,0,53111.7,0.0,,0.0,Consumer credit,-785,
3862,612074,294176,6398445,Closed,currency 1,-463,0,-98.0,-97.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-67,
3863,612075,294176,6398446,Active,currency 1,-532,0,198.0,,,0,315000.0,115645.5,0.0,0.0,Consumer credit,-37,
3864,612076,294176,6398447,Active,currency 1,-949,0,435.0,,,0,324000.0,307732.5,0.0,0.0,Credit card,-90,
3865,612462,369144,6398888,Closed,currency 1,-1905,0,-1239.0,-350.0,,0,4500.0,0.0,,0.0,Credit card,-12,
3866,612463,369144,6398889,Closed,currency 1,-1712,0,-1439.0,-1439.0,,0,39060.0,0.0,,0.0,Consumer credit,-1374,0.0
3867,612464,369144,6398890,Closed,currency 1,-1551,0,-1184.0,-1212.0,0.0,0,83442.24,0.0,0.0,0.0,Consumer credit,-1064,
3868,612566,355560,6399016,Closed,currency 1,-396,0,700.0,-276.0,,0,1800000.0,0.0,0.0,0.0,Consumer credit,-269,0.0
3869,612567,355560,6399017,Closed,currency 1,-487,0,243.0,-397.0,,0,1867500.0,0.0,0.0,0.0,Consumer credit,-389,0.0
3870,612568,355560,6399018,Closed,currency 1,-655,0,622.0,-287.0,,0,2925000.0,0.0,0.0,0.0,Consumer credit,-269,0.0
3871,612569,355560,6399019,Closed,currency 1,-816,0,-88.0,-652.0,,0,2317500.0,0.0,0.0,0.0,Consumer credit,-634,0.0
3872,612570,355560,6399020,Closed,currency 1,-1085,0,741.0,-797.0,,0,2353500.0,0.0,0.0,0.0,Consumer credit,-190,0.0
3873,612571,355560,6399021,Active,currency 1,-1279,0,99.0,,,0,270000.0,0.0,0.0,0.0,Credit card,-29,
3874,612572,355560,6399022,Active,currency 1,-293,0,1529.0,,,0,2250000.0,2881062.0,,0.0,Consumer credit,-33,55440.0
3875,612573,355560,6399023,Active,currency 1,-663,0,1161.0,,,0,4500000.0,1041529.5,,0.0,Consumer credit,-19,87300.0
3876,613195,252782,6399744,Active,currency 1,-1080,0,746.0,,,0,148500.0,79137.0,0.0,0.0,Consumer credit,-13,3861.0
3877,613219,440266,6399773,Active,currency 1,-1075,0,584.0,,,0,441000.0,456610.5,0.0,0.0,Credit card,-12,27450.0
3878,613327,398234,6399904,Active,currency 1,-243,0,1583.0,,0.0,0,298800.0,286803.0,0.0,0.0,Consumer credit,-41,4981.5
3879,613382,404329,6399966,Closed,currency 1,-2844,0,-1748.0,-2552.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-1167,289395.0
3880,613392,146533,6399977,Closed,currency 1,-2640,0,-1910.0,-2045.0,5634.0,0,20250.0,,,0.0,Credit card,-2045,
3881,613393,105390,6399978,Closed,currency 1,-813,0,-630.0,-630.0,,0,92475.0,0.0,0.0,0.0,Consumer credit,-621,0.0
3882,613407,317944,6399997,Closed,currency 1,-1946,0,-1216.0,-801.0,,0,612000.0,0.0,0.0,0.0,Car loan,-259,0.0
3883,613446,200624,6400043,Closed,currency 1,-2318,0,-1588.0,-1653.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-1225,83569.5
3884,613630,341132,6400266,Active,currency 1,-992,0,97.0,,,0,270000.0,200416.5,0.0,0.0,Credit card,-220,
3885,613654,453524,6400296,Active,currency 1,-978,0,117.0,,,0,175500.0,27558.0,0.0,0.0,Consumer credit,-31,6772.5
3886,615246,355975,6402211,Closed,currency 1,-545,0,-392.0,-392.0,0.0,0,194116.5,0.0,0.0,0.0,Consumer credit,-388,
3887,616078,388143,6403184,Active,currency 1,-1211,0,-845.0,,,0,227250.0,,,0.0,Consumer credit,-936,
3888,616079,388143,6403185,Closed,currency 1,-2112,0,-2022.0,-2019.0,15773.31,0,45987.84,0.0,0.0,0.0,Consumer credit,-2012,
3889,616080,388143,6403186,Closed,currency 1,-819,0,,-358.0,0.0,0,648000.0,0.0,0.0,0.0,Credit card,-266,
3890,616081,388143,6403187,Active,currency 1,-27,0,278.0,,0.0,0,104382.0,82161.675,0.0,0.0,Consumer credit,-13,
3891,617600,311670,6405055,Closed,currency 1,-356,0,10.0,-234.0,0.0,0,83205.0,0.0,0.0,0.0,Consumer credit,-234,
3892,618313,265792,6405924,Closed,currency 1,-708,0,-386.0,-386.0,,0,52123.5,0.0,,0.0,Consumer credit,-363,0.0
3893,618441,397476,6406066,Active,currency 1,-1159,0,1399.0,,0.0,0,900000.0,666244.935,0.0,0.0,Consumer credit,-31,22738.5
3894,618442,397476,6406067,Active,currency 1,-1467,0,359.0,,0.0,0,497241.0,127325.79,0.0,0.0,Consumer credit,-25,12582.0
3895,618443,397476,6406068,Closed,currency 1,-1578,0,-1150.0,-1150.0,0.0,0,109782.45,0.0,0.0,0.0,Consumer credit,-1150,
3896,618524,336447,6406156,Closed,currency 1,-1297,0,-171.0,-504.0,,0,450000.0,0.0,,0.0,Consumer credit,-501,
3897,618525,336447,6406157,Closed,currency 1,-2216,0,-1120.0,-1876.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-748,0.0
3898,618526,336447,6406160,Closed,currency 1,-1837,0,-1106.0,-1525.0,,0,450000.0,,,0.0,Consumer credit,-1517,0.0
3899,618527,336447,6406161,Closed,currency 1,-1251,0,-1050.0,-1050.0,0.0,0,154665.0,,,0.0,Consumer credit,-1048,
3900,618811,439549,6406476,Active,currency 1,-1105,0,6.0,,,0,153000.0,105745.5,0.0,0.0,Credit card,-20,5508.0
3901,618812,439549,6406477,Active,currency 1,-1080,0,746.0,,,0,508500.0,304042.5,0.0,0.0,Consumer credit,-4,0.0
3902,618813,439549,6406478,Closed,currency 1,-1188,0,-631.0,-630.0,,0,900000.0,,,0.0,Microloan,-602,0.0
3903,618814,439549,6406479,Closed,currency 1,-1558,0,,-1059.0,,0,585000.0,,,0.0,Loan for business development,-1059,
3904,618815,439549,6406480,Active,currency 1,-728,0,341.0,,,0,112500.0,0.0,,0.0,Credit card,-99,0.0
3905,618816,439549,6406481,Active,currency 1,-564,0,164.0,,,0,900000.0,303723.0,,0.0,Microloan,-3,51250.5
3906,618817,439549,6406482,Closed,currency 1,-728,0,-363.0,-363.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-363,
3907,618818,439549,6406483,Closed,currency 1,-1082,0,-697.0,-758.0,0.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-758,
3908,619265,309274,6406999,Closed,currency 1,-290,0,1559.0,-77.0,,0,450000.0,0.0,,0.0,Credit card,-74,
3909,619266,309274,6407001,Closed,currency 1,-290,0,1559.0,-137.0,,0,0.0,0.0,,0.0,Credit card,-133,
3910,619267,309274,6407002,Closed,currency 1,-290,0,1559.0,-137.0,,0,0.0,0.0,,0.0,Credit card,-133,
3911,619268,309274,6407003,Closed,currency 1,-732,0,-50.0,-49.0,,0,45000.0,0.0,0.0,0.0,Credit card,-43,0.0
3912,619269,309274,6407004,Closed,currency 1,-1544,0,-1267.0,-1266.0,,0,85045.5,0.0,0.0,0.0,Consumer credit,-1266,0.0
3913,619270,309274,6407005,Active,currency 1,-839,0,,,,0,135000.0,118125.0,0.0,0.0,Credit card,-40,0.0
3914,619271,309274,6407006,Active,currency 1,-983,0,812.0,,,0,741757.5,544995.0,0.0,0.0,Consumer credit,-8,20272.5
3915,619272,309274,6407007,Closed,currency 1,-192,0,-131.0,-185.0,,0,67500.0,0.0,,0.0,Consumer credit,-185,0.0
3916,619273,309274,6407008,Active,currency 1,-11,0,20.0,,,0,67500.0,72562.5,,0.0,Consumer credit,-4,0.0
3917,619274,309274,6407009,Closed,currency 1,-605,0,-514.0,-514.0,0.0,0,21570.66,0.0,0.0,0.0,Consumer credit,-512,
3918,619275,309274,6407010,Closed,currency 1,-801,0,-495.0,-495.0,0.0,0,78056.775,0.0,0.0,0.0,Consumer credit,-491,
3919,619335,418539,6407075,Closed,currency 1,-505,0,-170.0,-260.0,,0,193490.1,0.0,,0.0,Consumer credit,-258,
3920,619336,418539,6407078,Closed,currency 1,-1735,0,-1551.0,-1642.0,,0,157500.0,0.0,,0.0,Consumer credit,-1642,
3921,619460,244897,6407214,Active,currency 1,-2580,0,-2216.0,,,0,180000.0,,,0.0,Consumer credit,-2322,
3922,619461,244897,6407215,Closed,currency 1,-1981,0,-1252.0,-1294.0,,0,450000.0,0.0,,0.0,Consumer credit,-1294,
3923,619462,244897,6407216,Active,currency 1,-676,0,,,,0,342000.0,271746.0,,0.0,Credit card,-382,0.0
3924,619463,244897,6407217,Closed,currency 1,-1224,0,,-370.0,,0,2025000.0,0.0,,0.0,Consumer credit,-369,0.0
3925,619464,244897,6407218,Closed,currency 1,-1228,0,-132.0,-308.0,,0,2061873.0,0.0,,0.0,Car loan,-308,0.0
3926,619465,244897,6407219,Active,currency 1,-1224,0,,,,0,2025000.0,863523.0,,0.0,Consumer credit,-35,0.0
3927,619466,244897,6407220,Active,currency 1,-676,0,,,,0,342000.0,315337.5,,0.0,Credit card,-17,0.0
3928,619467,244897,6407221,Active,currency 1,-596,0,30921.0,,,0,67500.0,57897.0,,0.0,Credit card,-20,0.0
3929,619468,244897,6407222,Active,currency 1,-141,0,224.0,,0.0,0,62050.5,42835.5,0.0,0.0,Consumer credit,-20,5170.86
3930,619469,244897,6407223,Active,currency 1,-315,0,,,0.0,0,67500.0,56299.5,11198.835,0.0,Credit card,-20,6750.0
3931,619470,244897,6407224,Closed,currency 1,-796,0,-676.0,-676.0,0.0,0,29020.5,0.0,0.0,0.0,Consumer credit,-676,
3932,619471,244897,6407225,Closed,currency 1,-1100,0,-1009.0,-1037.0,0.0,0,128241.0,0.0,0.0,0.0,Consumer credit,-1037,
3933,623300,259888,5688196,Closed,currency 1,-1592,0,884.0,-465.0,,0,319500.0,0.0,,0.0,Credit card,-210,
3934,623301,259888,5688198,Active,currency 1,-1669,0,-1032.0,,,0,0.0,0.0,0.0,0.0,Credit card,-21,
3935,623302,259888,5688199,Closed,currency 1,-1170,0,-44.0,-622.0,,0,387130.14,0.0,,0.0,Consumer credit,-616,
3936,623303,259888,5688200,Closed,currency 1,-1592,0,-1377.0,-1391.0,,0,70688.34,0.0,,0.0,Consumer credit,-711,
3937,623304,259888,5688201,Active,currency 1,-651,0,822.0,,14736.555,0,810000.0,559197.0,0.0,0.0,Consumer credit,-26,
3938,628067,392871,5693981,Closed,currency 1,-1061,0,-513.0,-516.0,,0,94545.0,0.0,0.0,0.0,Consumer credit,-516,
3939,628068,392871,5693983,Closed,currency 1,-2780,0,-2416.0,-2402.0,,0,90000.0,,,0.0,Consumer credit,-2402,
3940,628069,392871,5693984,Active,currency 1,-2382,0,-2019.0,,,0,45000.0,,,0.0,Consumer credit,-2037,
3941,628070,392871,5693985,Active,currency 1,-1756,0,-1200.0,,,0,45000.0,,,0.0,Consumer credit,-1204,
3942,628071,392871,5693987,Closed,currency 1,-1279,0,-918.0,-863.0,,0,67500.0,,,0.0,Consumer credit,-860,
3943,628072,392871,5693988,Closed,currency 1,-973,0,-616.0,-604.0,,0,45000.0,,,0.0,Consumer credit,-589,
3944,628073,392871,5693989,Closed,currency 1,-818,0,-454.0,-427.0,,0,60750.0,,,0.0,Consumer credit,-421,
3945,628074,392871,5693991,Closed,currency 1,-361,0,-6.0,-6.0,0.0,0,85762.35,0.0,0.0,0.0,Consumer credit,-6,
3946,631646,273496,5445045,Closed,currency 1,-1672,0,-1337.0,-1458.0,,0,15702.75,0.0,,0.0,Consumer credit,-880,
3947,631647,273496,5445048,Closed,currency 1,-1672,0,-1429.0,-1458.0,,0,48670.11,0.0,,0.0,Consumer credit,-880,
3948,631648,273496,5445050,Closed,currency 1,-2433,0,-2252.0,-2252.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-323,11947.5
3949,631703,294959,5447210,Closed,currency 1,-1219,0,-1035.0,-1017.0,,0,53901.0,0.0,0.0,0.0,Consumer credit,-700,
3950,631779,286183,5449531,Closed,currency 1,-1774,0,-1589.0,-1585.0,,0,51430.5,0.0,0.0,0.0,Consumer credit,-745,
3951,632237,265388,5459936,Active,currency 1,-920,0,906.0,,,0,225000.0,143145.0,0.0,0.0,Consumer credit,-44,
3952,632238,265388,5459942,Active,currency 1,-1705,0,-244.0,,,0,112500.0,0.0,,0.0,Credit card,-1021,
3953,632928,440775,6222428,Active,currency 1,-553,0,774.0,,,0,157500.0,152275.5,0.0,0.0,Credit card,-20,
3954,633640,301087,6223286,Active,currency 1,-789,0,27311.0,,,0,315990.0,0.0,0.0,0.0,Credit card,-480,
3955,636069,382233,6226258,Closed,currency 1,-2578,0,-2268.0,-2254.0,,0,47497.5,,,0.0,Consumer credit,-2254,
3956,636070,382233,6226259,Closed,currency 1,-680,0,-316.0,-287.0,,0,113625.0,,,0.0,Consumer credit,-281,
