,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
27701,4777058,1480666,136378,-73,12.0,7.0,Active,0,0
27702,4777089,1265303,349394,-16,42.0,35.0,Active,0,0
27703,4777151,2275349,125198,-43,12.0,7.0,Active,0,0
27704,4777385,1389499,336098,-21,36.0,33.0,Active,0,0
27705,4777417,2099979,313900,-26,36.0,29.0,Active,0,0
27706,4777611,1907333,348572,-26,18.0,5.0,Active,0,0
27707,4777712,1305389,415999,-7,12.0,5.0,Active,0,0
27708,4777971,2517113,146451,-22,24.0,24.0,Signed,0,0
27709,4778097,2331760,315503,-21,36.0,29.0,Active,0,0
27710,4778333,1240750,243217,-23,30.0,20.0,Active,0,0
27711,4778467,2661456,150359,-5,36.0,33.0,Active,0,0
27712,4778682,2835221,391855,-13,60.0,26.0,Active,0,0
27713,4778771,1435753,169159,-13,24.0,13.0,Active,0,0
27714,4778772,1411185,268109,-14,18.0,18.0,Active,0,0
27715,4778937,2119999,362280,-25,24.0,18.0,Active,0,0
27716,4778938,1389499,336098,-17,36.0,29.0,Active,0,0
27717,4779008,2751525,348829,-26,36.0,36.0,Active,0,0
27718,4779088,1230289,293228,-72,10.0,4.0,Active,0,0
27719,4779115,2728721,110141,-72,4.0,1.0,Active,0,0
27720,4779203,2099979,313900,-16,36.0,19.0,Active,0,0
27721,4779221,1492712,374341,-82,6.0,0.0,Completed,0,0
27722,4779272,1132098,414591,-82,6.0,5.0,Active,0,0
27723,4779827,2437714,383428,-30,6.0,3.0,Active,0,0
27724,4780251,2789006,378555,-20,36.0,32.0,Active,0,0
27725,4780274,1378026,449196,-23,36.0,22.0,Active,0,0
27726,4780498,1690833,200663,-92,24.0,16.0,Active,0,0
27727,4780871,1826283,323969,-22,36.0,31.0,Active,0,0
27728,4781019,1027485,430540,-22,54.0,42.0,Active,0,0
27729,4781418,2804878,132253,-24,24.0,11.0,Active,0,0
27730,4781575,1139508,383269,-78,10.0,9.0,Active,0,0
27731,4781792,1378026,449196,-32,36.0,31.0,Active,0,0
27732,4781935,2627844,207174,-53,12.0,6.0,Active,0,0
27733,4782147,1294974,267019,-67,11.0,7.0,Active,0,0
27734,4782329,1824395,166573,-23,36.0,34.0,Active,0,0
27735,4782380,1626629,453145,-77,5.0,2.0,Active,0,0
27736,4782897,1059898,340219,-52,6.0,5.0,Active,0,0
27737,4783015,1642622,130451,-22,6.0,5.0,Active,0,0
27738,4783063,1752288,333071,-20,12.0,11.0,Active,0,0
27739,4783093,1314162,155493,-14,24.0,21.0,Active,0,0
27740,4783202,1963722,155986,-51,12.0,8.0,Active,0,0
27741,4783801,2309151,200838,-31,18.0,10.0,Active,0,0
27742,4784119,1751404,392463,-20,12.0,0.0,Active,0,0
27743,4784184,2107249,450713,-29,48.0,41.0,Active,0,0
27744,4784213,2409587,132664,-75,10.0,4.0,Active,0,0
27745,4784742,1129573,422603,-16,36.0,35.0,Active,0,0
27746,4784974,1424355,197946,-27,42.0,39.0,Active,0,0
27747,4785184,2775291,431241,-22,36.0,23.0,Active,0,0
27748,4785604,1001243,416749,-17,18.0,13.0,Active,0,0
27749,4785871,1236657,401077,-69,12.0,9.0,Active,0,0
27750,4785972,1499690,405349,-83,12.0,10.0,Active,0,0
27751,4785985,2490926,380980,-74,10.0,5.0,Active,0,0
27752,4786041,1456603,387545,-21,36.0,20.0,Active,0,0
27753,4786081,2014864,321253,-23,48.0,25.0,Active,0,0
27754,4786100,1328873,136738,-84,8.0,5.0,Active,0,0
27755,4786242,1389054,132490,-22,36.0,29.0,Active,0,0
27756,4786340,2225889,220941,-14,24.0,11.0,Active,0,0
27757,4786431,1947437,321557,-54,8.0,6.0,Active,0,0
27758,4786445,2435972,293335,-48,5.0,5.0,Active,0,0
27759,4786477,1735931,333802,-55,8.0,7.0,Active,0,0
27760,4786562,2477613,348829,-95,10.0,3.0,Active,0,0
27761,4786660,1139508,383269,-70,10.0,1.0,Active,0,0
27762,4787454,2309231,379274,-45,6.0,5.0,Active,0,0
27763,4787470,2177905,107503,-45,5.0,4.0,Active,0,0
27764,4787534,1391930,191694,-77,10.0,7.0,Active,0,0
27765,4787759,1027485,430540,-33,54.0,53.0,Active,0,0
27766,4787878,1405778,252540,-91,8.0,4.0,Active,0,0
27767,4787890,1211739,214882,-87,10.0,10.0,Active,0,0
27768,4787934,2721284,312825,-33,12.0,10.0,Active,0,0
27769,4787985,2674639,166925,-77,10.0,4.0,Active,15,15
27770,4788108,2092540,234829,-34,6.0,6.0,Active,0,0
27771,4788163,2458110,149504,-70,10.0,2.0,Active,0,0
27772,4788246,2528778,124755,-48,6.0,4.0,Active,0,0
27773,4788320,1207475,136378,-90,10.0,3.0,Active,14,0
27774,4788353,2674639,166925,-81,10.0,8.0,Active,0,0
27775,4788541,1392875,426160,-88,9.0,1.0,Active,0,0
27776,4788686,1405778,252540,-87,8.0,0.0,Active,0,0
27777,4788701,2440135,136378,-85,10.0,7.0,Active,0,0
27778,4788723,1211739,214882,-83,10.0,6.0,Active,0,0
27779,4789059,1274704,438975,-48,6.0,6.0,Active,0,0
27780,4789477,2382805,409366,-83,10.0,2.0,Active,0,0
27781,4789496,1441631,280531,-91,9.0,5.0,Active,0,0
27782,4789927,1918898,189007,-45,9.0,9.0,Active,0,0
27783,4790250,2768462,194300,-79,10.0,2.0,Active,23,0
27784,4790259,1488993,193088,-86,7.0,4.0,Active,0,0
27785,4790352,1730719,163881,-32,36.0,36.0,Active,0,0
27786,4790599,1588974,197746,-82,10.0,6.0,Active,0,0
27787,4790632,1932472,370878,-87,10.0,6.0,Active,0,0
27788,4790777,1954404,266117,-33,36.0,34.0,Active,0,0
27789,4791047,2155896,378610,-83,10.0,10.0,Active,0,0
27790,4791205,1720503,136378,-32,30.0,24.0,Active,0,0
27791,4791221,2597345,257784,-84,9.0,2.0,Active,0,0
27792,4791310,1150647,377779,-78,12.0,5.0,Active,0,0
27793,4791336,1125120,230786,-75,9.0,3.0,Active,0,0
27794,4791686,1976281,219125,-84,5.0,3.0,Active,0,0
27795,4792270,1211235,267242,-39,12.0,12.0,Active,0,0
27796,4792382,1620080,271028,-24,42.0,41.0,Active,0,0
27797,4792747,1441061,330795,-51,12.0,3.0,Active,0,0
27798,4792862,2045462,266596,-39,24.0,17.0,Active,0,0
27799,4793429,1416468,133570,-39,60.0,55.0,Active,0,0
27800,4793627,2248212,123185,-80,7.0,4.0,Active,0,0
27801,4793671,1162263,382114,-89,12.0,10.0,Active,0,0
27802,4794041,1789289,141739,-21,18.0,14.0,Active,0,0
27803,4794218,1624270,287511,-55,12.0,3.0,Active,0,0
27804,4794426,1584450,135899,-8,24.0,10.0,Active,0,0
27805,4794556,2319812,362280,-88,12.0,7.0,Active,0,0
27806,4794626,2206706,302792,-71,8.0,4.0,Active,0,0
27807,4794905,2010881,134812,-30,30.0,28.0,Active,0,0
27808,4794981,1954925,370957,-33,10.0,4.0,Active,0,0
27809,4795259,1947007,251984,-80,10.0,8.0,Active,0,0
27810,4795366,2532046,145281,-8,60.0,34.0,Active,0,0
27811,4795560,1363577,217106,-74,12.0,8.0,Active,0,0
27812,4795821,1461654,284706,-33,36.0,33.0,Active,0,0
27813,4795962,1768062,341132,-41,12.0,7.0,Active,0,0
27814,4796063,1271162,374732,-39,36.0,29.0,Active,0,0
27815,4796371,2108436,437488,-2,6.0,0.0,Completed,0,0
27816,4796495,2309151,200838,-39,18.0,18.0,Active,0,0
27817,4796620,2608555,342844,-20,24.0,14.0,Active,0,0
27818,4796678,2608555,342844,-29,24.0,23.0,Active,0,0
27819,4796801,1927032,158621,-2,12.0,3.0,Active,0,0
27820,4796880,2804656,360472,-38,24.0,23.0,Active,0,0
27821,4796906,2715574,281412,-36,18.0,16.0,Active,0,0
27822,4797016,1595657,271830,-54,10.0,2.0,Active,0,0
27823,4797089,1688473,161912,-23,18.0,14.0,Active,0,0
27824,4797129,1831141,332161,-21,48.0,38.0,Active,0,0
27825,4797292,1007149,221763,-39,36.0,33.0,Active,0,0
27826,4797295,1271162,374732,-40,36.0,30.0,Active,0,0
27827,4797365,2341250,185059,-39,36.0,34.0,Active,0,0
27828,4797792,1076790,176938,-39,18.0,6.0,Active,0,0
27829,4797919,2007334,312825,-39,12.0,4.0,Active,0,0
27830,4797964,2668148,257000,-40,36.0,34.0,Active,0,0
27831,4798386,2014864,321253,-30,48.0,32.0,Active,0,0
27832,4798545,1605255,427145,-89,7.0,3.0,Active,0,0
27833,4798615,2355993,221506,-92,6.0,4.0,Active,0,0
27834,4798629,1446605,369617,-88,8.0,1.0,Active,0,0
27835,4798809,2216276,404555,-33,24.0,23.0,Active,0,0
27836,4798825,1907333,348572,-28,18.0,7.0,Active,0,0
27837,4798985,2791805,389964,-13,24.0,6.0,Active,0,0
27838,4799033,1547996,154402,-23,24.0,12.0,Active,0,0
27839,4799245,1701321,193479,-22,48.0,46.0,Active,0,0
27840,4799332,1389499,336098,-23,36.0,35.0,Active,0,0
27841,4799420,2403430,162186,-72,9.0,9.0,Active,0,0
27842,4799431,2438223,297313,-77,10.0,10.0,Active,0,0
27843,4799912,1271143,134812,-33,36.0,32.0,Active,0,0
27844,4799939,1385420,150624,-74,12.0,8.0,Active,0,0
27845,4799941,1239921,403860,-77,18.0,17.0,Active,0,0
27846,4800385,2526087,408347,-84,6.0,2.0,Active,0,0
27847,4800437,2052929,152050,-68,5.0,5.0,Active,0,0
27848,4800475,1111184,271735,-72,4.0,0.0,Completed,0,0
27849,4800596,1915743,413583,-86,5.0,5.0,Active,0,0
27850,4800793,2319776,315430,-83,24.0,24.0,Active,0,0
27851,4800891,1000950,197746,-29,48.0,39.0,Active,0,0
27852,4801092,1271143,134812,-34,36.0,33.0,Active,0,0
27853,4801143,1008327,279854,-33,30.0,26.0,Active,0,0
27854,4801363,2671614,144451,-84,9.0,5.0,Active,0,0
27855,4801421,1229491,300212,-85,4.0,2.0,Active,0,0
27856,4801439,1096394,168186,-91,7.0,7.0,Active,0,0
27857,4801491,1100982,361523,-28,36.0,28.0,Active,0,0
27858,4801741,2240965,252397,-29,24.0,24.0,Active,0,0
27859,4801825,2551988,430030,-93,4.0,2.0,Active,0,0
27860,4801888,1638849,419705,-34,30.0,26.0,Active,0,0
27861,4801990,1129237,301720,-78,4.0,4.0,Signed,0,0
27862,4802203,1320401,117268,-74,7.0,4.0,Active,0,0
27863,4802219,2239076,247408,-30,36.0,31.0,Active,0,0
27864,4802266,2805145,326790,-24,36.0,17.0,Active,0,0
27865,4802351,2186581,285004,-83,12.0,9.0,Active,0,0
27866,4802429,1321112,294373,-33,12.0,10.0,Active,0,0
27867,4802721,1585969,302749,-26,30.0,19.0,Active,0,0
27868,4802743,1666227,372622,-32,12.0,11.0,Active,0,0
27869,4802872,1948156,336515,-30,36.0,20.0,Active,0,0
27870,4802958,1445940,220887,-77,12.0,7.0,Active,0,0
27871,4802996,2105191,391991,-68,6.0,1.0,Active,0,0
27872,4803071,2567433,204066,-88,4.0,4.0,Active,0,0
27873,4803387,1354750,348091,-77,6.0,0.0,Completed,0,0
27874,4803565,1756773,390964,-84,4.0,4.0,Active,0,0
27875,4804396,1032772,219273,-33,24.0,20.0,Active,0,0
27876,4804429,2674696,367106,-90,6.0,4.0,Active,0,0
27877,4804465,2730154,323048,-92,6.0,1.0,Active,0,0
27878,4804790,1510042,244897,-19,12.0,11.0,Active,0,0
27879,4804855,2336106,112845,-86,12.0,0.0,Completed,0,0
27880,4805000,1976453,425345,-31,12.0,12.0,Active,0,0
27881,4805188,2130686,162332,-12,24.0,22.0,Active,3,3
27882,4805243,2366183,267158,-38,12.0,1.0,Active,0,0
27883,4805501,2537923,175168,-26,12.0,4.0,Active,0,0
27884,4805829,2551944,367893,-20,24.0,22.0,Active,0,0
27885,4805842,2572683,432094,-15,4.0,0.0,Active,0,0
27886,4805922,1369485,127088,-48,12.0,12.0,Signed,0,0
27887,4806237,1796779,454151,-23,6.0,6.0,Active,0,0
27888,4806520,1426005,192451,-73,12.0,8.0,Active,0,0
27889,4806568,2843024,371365,-73,10.0,9.0,Active,0,0
27890,4806577,2037503,116871,-65,6.0,2.0,Active,0,0
27891,4806603,2191625,246737,-44,10.0,9.0,Active,0,0
27892,4806760,2737614,168186,-37,6.0,5.0,Active,0,0
27893,4807172,2843024,371365,-64,10.0,0.0,Completed,0,0
27894,4807603,1721062,452249,-20,10.0,7.0,Active,0,0
27895,4807643,1915846,188421,-19,2.0,0.0,Completed,0,0
27896,4807757,1474251,328856,-51,6.0,6.0,Active,0,0
27897,4807775,1320648,433269,-49,10.0,8.0,Active,0,0
27898,4807810,2354147,211826,-27,12.0,5.0,Active,0,0
27899,4808105,1949385,289921,-28,18.0,17.0,Active,0,0
27900,4808179,1817473,190316,-14,12.0,9.0,Active,0,0
27901,4808466,2678534,246737,-23,6.0,0.0,Completed,0,0
27902,4808560,1629853,398101,-43,10.0,10.0,Active,0,0
27903,4809160,1310444,225072,-36,9.0,0.0,Completed,0,0
27904,4809313,2762483,246318,-64,4.0,1.0,Active,0,0
27905,4809615,1816996,265208,-25,6.0,4.0,Active,0,0
27906,4809768,1152003,154772,-53,8.0,6.0,Active,0,0
27907,4809816,1001233,123185,-10,18.0,18.0,Active,0,0
27908,4810347,1155972,436870,-24,12.0,3.0,Active,0,0
27909,4810675,1075532,125972,-43,10.0,0.0,Completed,0,0
27910,4810818,1684968,353615,-21,10.0,5.0,Active,0,0
27911,4810861,1028044,404555,-31,6.0,0.0,Active,0,0
27912,4811108,2184012,431241,-86,8.0,0.0,Completed,0,0
27913,4811339,1217736,420540,-28,10.0,3.0,Active,0,0
27914,4811362,1079636,146451,-31,10.0,2.0,Active,0,0
27915,4811499,2391254,246318,-11,6.0,5.0,Active,0,0
27916,4811958,1419750,260007,-30,10.0,3.0,Active,0,0
27917,4812313,1870282,364357,-30,6.0,2.0,Active,0,0
27918,4812522,1949385,289921,-21,18.0,10.0,Active,0,0
27919,4812813,2394876,298899,-22,6.0,3.0,Active,0,0
27920,4812970,2040138,377473,-23,4.0,0.0,Completed,0,0
27921,4813000,2673719,163032,-27,12.0,4.0,Active,0,0
27922,4813097,1378311,115827,-25,12.0,4.0,Active,0,0
27923,4813294,1740788,214188,-27,18.0,15.0,Active,0,0
27924,4813602,1358689,420258,-10,36.0,31.0,Active,0,0
27925,4813713,1267967,121039,-9,60.0,52.0,Active,0,0
27926,4813787,1575416,176938,-25,12.0,1.0,Active,0,0
27927,4813881,1604293,378107,-37,60.0,52.0,Active,0,0
27928,4814133,2630891,263739,-14,10.0,10.0,Active,0,0
27929,4814177,1573854,176938,-28,12.0,8.0,Active,0,0
27930,4814473,1276206,365481,-25,30.0,25.0,Active,0,0
27931,4814648,2016567,254471,-24,36.0,32.0,Active,0,0
27932,4814714,2188314,179074,-15,12.0,6.0,Active,0,0
27933,4814844,1358689,420258,-2,36.0,23.0,Active,0,0
27934,4815066,1012063,156590,-2,42.0,25.0,Active,3,3
27935,4815136,2702031,343078,-23,12.0,7.0,Active,0,0
27936,4815369,1205147,224379,-9,60.0,58.0,Active,0,0
27937,4815914,2676960,247537,-10,48.0,9.0,Active,0,0
27938,4816019,2824258,172420,-23,6.0,4.0,Active,0,0
27939,4816450,1476419,152620,-15,12.0,12.0,Active,0,0
27940,4816588,1921929,269298,-16,12.0,11.0,Active,0,0
27941,4816603,1092082,423672,-24,12.0,11.0,Active,0,0
27942,4816837,2564399,112845,-64,8.0,4.0,Active,0,0
27943,4816847,2239285,416808,-62,10.0,6.0,Active,0,0
27944,4817129,2641620,394218,-10,18.0,3.0,Active,0,0
27945,4817417,1364273,357372,-14,16.0,13.0,Active,0,0
27946,4817699,2063527,263739,-14,3.0,0.0,Completed,0,0
27947,4817703,1436180,376088,-23,6.0,1.0,Active,0,0
27948,4817710,1445207,328856,-24,4.0,0.0,Active,0,0
27949,4817910,1005022,274482,-19,6.0,4.0,Active,0,0
27950,4818448,1598090,133675,-3,36.0,30.0,Active,0,0
27951,4818478,1337859,435228,-3,60.0,54.0,Active,0,0
27952,4818511,2006237,166573,-2,36.0,5.0,Active,0,0
27953,4818516,2414391,181971,-1,30.0,3.0,Active,0,0
27954,4818545,2350301,218320,-2,36.0,23.0,Active,0,0
27955,4818571,2676960,247537,-25,48.0,24.0,Active,0,0
27956,4818682,1697300,440313,-23,12.0,8.0,Active,0,0
27957,4819090,2099747,366583,-94,5.0,0.0,Completed,0,0
27958,4819341,1639094,174702,-24,6.0,1.0,Active,0,0
27959,4819709,1459991,336098,-14,10.0,7.0,Active,0,0
27960,4819818,1336819,164777,-25,24.0,23.0,Active,0,0
27961,4819986,1381581,154772,-18,6.0,6.0,Active,0,0
27962,4820530,1035921,452249,-30,24.0,5.0,Active,0,0
27963,4820557,1329678,362382,-76,8.0,4.0,Active,0,0
27964,4820663,2206680,364872,-61,10.0,1.0,Active,0,0
27965,4821034,2188657,138285,-8,12.0,7.0,Active,0,0
27966,4821061,2207060,320259,-8,36.0,35.0,Active,0,0
27967,4821150,2448192,445256,-80,8.0,5.0,Active,0,0
27968,4821471,1183364,341372,-40,10.0,7.0,Active,0,0
27969,4821514,1891747,116606,-33,10.0,6.0,Active,0,0
27970,4821534,1578001,266288,-29,6.0,3.0,Active,0,0
27971,4821665,1722856,234829,-40,6.0,0.0,Completed,0,0
27972,4821706,2842188,162186,-34,12.0,10.0,Active,0,0
27973,4821786,2773865,318386,-85,5.0,2.0,Active,0,0
27974,4822253,2463319,349552,-61,14.0,6.0,Active,0,0
27975,4822344,2580256,110343,-8,36.0,34.0,Active,0,0
27976,4822428,2001065,183439,-95,5.0,0.0,Active,0,0
27977,4822939,2632226,427667,-8,24.0,23.0,Active,0,0
27978,4822946,1415194,298182,-7,12.0,6.0,Active,0,0
27979,4823171,2518254,212691,-38,48.0,38.0,Active,0,0
27980,4823247,2045636,147925,-30,18.0,12.0,Active,0,0
27981,4823648,1503436,291348,-30,24.0,17.0,Active,0,0
27982,4823887,1684104,331285,-79,6.0,0.0,Active,0,0
27983,4824007,1141570,337510,-1,60.0,51.0,Active,0,0
27984,4824090,1441881,276625,-39,24.0,12.0,Active,0,0
27985,4824147,2357106,364183,-8,12.0,8.0,Active,0,0
27986,4824247,2842188,162186,-24,12.0,0.0,Completed,0,0
27987,4824350,1585879,301223,-87,12.0,8.0,Active,0,0
27988,4824392,2274184,183425,-40,30.0,23.0,Active,0,0
27989,4824815,1630092,290817,-87,8.0,5.0,Active,2,2
27990,4825068,2387356,157892,-7,23.0,0.0,Completed,0,0
27991,4825569,2565514,296566,-81,6.0,5.0,Active,0,0
27992,4826090,2303916,189007,-80,12.0,11.0,Active,0,0
27993,4826382,1100489,426866,-51,10.0,5.0,Active,0,0
27994,4826654,2803601,442110,-38,3.0,0.0,Completed,0,0
27995,4826923,1240750,243217,-4,30.0,1.0,Active,0,0
27996,4826986,1816126,442937,-89,6.0,5.0,Active,7,0
27997,4827927,2413351,309790,-95,6.0,0.0,Active,0,0
27998,4828181,2719793,109021,-39,36.0,36.0,Active,0,0
27999,4828198,1500465,364192,-32,4.0,2.0,Active,0,0
28000,4828223,2508967,272566,-41,4.0,3.0,Active,0,0
28001,4828382,2683042,256355,-20,36.0,14.0,Active,0,0
28002,4828430,2155511,188492,-30,12.0,11.0,Active,0,0
28003,4828500,1911855,410660,-8,48.0,21.0,Active,0,0
28004,4828568,1183270,255569,-31,36.0,25.0,Active,0,0
28005,4828719,1446605,369617,-85,8.0,0.0,Completed,0,0
28006,4828736,1731184,246737,-88,6.0,0.0,Active,0,0
28007,4828737,1590946,413627,-94,6.0,0.0,Completed,0,0
28008,4828956,2292853,297510,-2,18.0,10.0,Active,0,0
28009,4829004,2022918,367502,-78,4.0,0.0,Active,0,0
28010,4829123,2140469,331304,-29,6.0,1.0,Active,0,0
28011,4829179,2668232,401077,-30,6.0,6.0,Active,0,0
28012,4829264,1000916,442915,-30,24.0,16.0,Active,0,0
28013,4829440,1690760,134666,-24,12.0,12.0,Active,0,0
28014,4829610,1183270,255569,-32,36.0,26.0,Active,0,0
28015,4829748,2393114,334522,-39,48.0,41.0,Active,0,0
28016,4829841,2547709,207174,-41,4.0,0.0,Completed,0,0
28017,4829966,1212532,301126,-93,10.0,3.0,Active,0,0
28018,4830041,2232590,424020,-27,12.0,10.0,Active,0,0
28019,4830070,1960124,255405,-39,24.0,18.0,Active,0,0
28020,4830581,1710716,168364,-31,12.0,7.0,Active,0,0
28021,4830610,1589187,128542,-41,12.0,11.0,Active,0,0
28022,4830751,2274144,183645,-30,36.0,32.0,Active,0,0
28023,4830786,2274144,183645,-29,36.0,30.0,Active,0,0
28024,4831287,2584411,154402,-40,24.0,24.0,Active,0,0
28025,4831336,2773834,156577,-30,18.0,9.0,Active,0,0
28026,4831466,2479883,439956,-40,24.0,19.0,Active,0,0
28027,4831543,2336091,307652,-5,60.0,51.0,Active,0,0
28028,4831574,1305610,155342,-8,18.0,12.0,Active,0,0
28029,4831714,1829595,285674,-2,12.0,7.0,Active,0,0
28030,4832230,1183919,101976,-61,24.0,18.0,Active,0,0
28031,4832503,2425483,448690,-29,48.0,40.0,Active,0,0
28032,4832556,1028223,397304,-94,9.0,0.0,Completed,0,0
28033,4833144,1391316,167939,-87,8.0,1.0,Active,0,0
28034,4833663,2282202,228207,-39,12.0,12.0,Active,0,0
28035,4833753,2417725,334279,-75,24.0,10.0,Active,0,0
28036,4833858,1565443,182918,-24,10.0,9.0,Active,0,0
28037,4833937,1189513,213101,-92,24.0,24.0,Active,0,0
28038,4834126,1314803,431479,-40,11.0,0.0,Active,0,0
28039,4834298,1947039,386141,-22,3.0,0.0,Active,0,0
28040,4834449,1454951,418599,-93,23.0,22.0,Active,0,0
28041,4834567,1545315,256194,-31,10.0,9.0,Active,0,0
28042,4834617,2287532,438773,-20,6.0,4.0,Active,0,0
28043,4835102,1611334,173948,-14,23.0,9.0,Active,0,0
28044,4835122,1356140,333589,-23,60.0,37.0,Active,0,0
28045,4835395,1950377,367502,-40,10.0,6.0,Active,0,0
28046,4835464,1542470,199878,-93,8.0,7.0,Active,0,0
28047,4835589,1255663,120525,-73,12.0,10.0,Active,0,0
28048,4835759,1330547,424359,-24,24.0,1.0,Active,0,0
28049,4836026,2526420,180033,-24,6.0,2.0,Active,0,0
28050,4836210,1950069,154402,-22,24.0,17.0,Active,0,0
28051,4837012,2805206,173620,-32,12.0,11.0,Active,0,0
28052,4837241,2751822,444126,-11,4.0,3.0,Active,0,0
28053,4837253,1844796,307652,-35,6.0,0.0,Active,18,0
28054,4837411,2561063,145869,-22,6.0,4.0,Active,0,0
28055,4837888,1678912,181084,-24,18.0,12.0,Active,0,0
28056,4837973,1437364,432695,-22,6.0,4.0,Active,0,0
28057,4838130,2714597,364192,-12,6.0,5.0,Active,0,0
28058,4838244,2256982,127448,-42,6.0,6.0,Active,0,0
28059,4838478,1050497,211721,-34,6.0,2.0,Active,0,0
28060,4838651,1911326,235549,-32,12.0,12.0,Active,0,0
28061,4838684,1032433,194446,-22,6.0,6.0,Active,0,0
28062,4838847,2350418,302400,-33,12.0,3.0,Active,0,0
28063,4838899,1751830,388986,-81,9.0,0.0,Completed,0,0
28064,4839097,1922099,217106,-74,16.0,4.0,Active,0,0
28065,4839326,1730719,163881,-22,36.0,26.0,Active,0,0
28066,4839434,1671494,411501,-72,12.0,3.0,Active,0,0
28067,4839629,2275802,218320,-24,6.0,4.0,Active,0,0
28068,4839708,2539439,337510,-24,12.0,12.0,Signed,0,0
28069,4839810,1833481,117199,-30,48.0,48.0,Active,0,0
28070,4839883,2372103,176225,-16,24.0,22.0,Active,0,0
28071,4839948,1393001,311801,-15,36.0,12.0,Active,0,0
28072,4840033,1711094,295235,-27,36.0,11.0,Active,0,0
28073,4840248,1337221,350511,-26,36.0,18.0,Active,0,0
28074,4840496,2088384,216623,-50,6.0,2.0,Active,0,0
28075,4840776,1202107,294069,-30,12.0,12.0,Active,0,0
28076,4840876,1107111,124755,-8,36.0,24.0,Active,0,0
28077,4840903,2833140,454600,-5,60.0,44.0,Active,0,0
28078,4841283,2179523,382114,-16,24.0,22.0,Active,0,0
28079,4841699,1309566,169159,-15,36.0,20.0,Active,0,0
28080,4841821,1207181,398234,-27,36.0,36.0,Active,0,0
28081,4842284,1937954,294373,-21,18.0,14.0,Active,0,0
28082,4842294,1035371,423721,-27,18.0,18.0,Active,0,0
28083,4842658,1923288,285137,-27,12.0,4.0,Active,0,0
28084,4842866,1232197,150359,-73,12.0,10.0,Active,0,0
28085,4842888,1363577,217106,-76,12.0,10.0,Active,0,0
28086,4842917,1711831,240793,-5,30.0,23.0,Active,0,0
28087,4842965,1416468,133570,-14,60.0,29.0,Active,0,0
28088,4843520,2477290,323969,-21,18.0,7.0,Active,0,0
28089,4843803,1202107,294069,-21,9.0,0.0,Active,0,0
28090,4843866,2253140,452772,-23,12.0,10.0,Active,0,0
28091,4844081,2842960,428871,-21,18.0,9.0,Active,0,0
28092,4844134,1211235,267242,-31,12.0,4.0,Active,0,0
28093,4844264,2253140,452772,-14,12.0,1.0,Active,0,0
28094,4844362,1537627,246131,-6,6.0,0.0,Active,0,0
28095,4844375,1154732,355404,-16,12.0,2.0,Active,0,0
28096,4844525,1767334,112552,-30,24.0,19.0,Active,0,0
28097,4844657,2130080,396970,-81,8.0,4.0,Active,0,0
28098,4844699,2226024,439225,-8,36.0,30.0,Active,0,0
28099,4844923,1107111,124755,-10,36.0,26.0,Active,0,0
28100,4845023,1517457,432788,-21,18.0,16.0,Active,0,0
28101,4845049,2226024,439225,-13,36.0,35.0,Active,0,0
28102,4845175,1767334,112552,-21,24.0,10.0,Active,0,0
28103,4845221,1620080,271028,-9,42.0,26.0,Active,0,0
28104,4845379,2113556,296696,-21,36.0,31.0,Active,0,0
28105,4845484,1264112,164865,-42,14.0,8.0,Active,0,0
28106,4845523,1728537,167947,-17,36.0,20.0,Active,0,0
28107,4845626,1584450,135899,-22,24.0,24.0,Active,0,0
28108,4845688,2383286,337429,-69,10.0,3.0,Active,0,0
28109,4845793,2213542,232134,-73,8.0,5.0,Active,0,0
28110,4845821,2206706,302792,-73,8.0,6.0,Active,0,0
28111,4845875,2341044,334279,-25,36.0,25.0,Active,0,0
28112,4846317,1416468,133570,-21,60.0,37.0,Active,0,0
28113,4846331,2558404,435533,-22,12.0,0.0,Completed,0,0
28114,4846406,2789794,332829,-17,24.0,21.0,Active,0,0
28115,4846470,1905962,455275,-44,4.0,0.0,Completed,0,0
28116,4846520,1584450,135899,-15,24.0,17.0,Active,0,0
28117,4846640,1420547,220416,-30,12.0,5.0,Active,0,0
28118,4846771,1723838,387545,-20,36.0,24.0,Active,0,0
28119,4846908,1133188,319536,-90,8.0,3.0,Active,0,0
28120,4846988,2010798,212327,-23,18.0,0.0,Completed,0,0
28121,4847580,2194486,283477,-23,36.0,33.0,Active,0,0
28122,4847739,1288568,163352,-32,18.0,11.0,Active,0,0
28123,4847816,1224707,150845,-5,10.0,9.0,Active,0,0
28124,4847903,2261392,313900,-60,8.0,7.0,Active,0,0
28125,4848203,1866523,292785,-38,18.0,15.0,Active,0,0
28126,4848253,2241776,120907,-33,10.0,3.0,Active,0,0
28127,4848344,1950377,367502,-41,10.0,7.0,Active,0,0
28128,4848473,1797988,189087,-56,7.0,2.0,Active,0,0
28129,4848525,1354338,194696,-69,12.0,3.0,Active,0,0
28130,4848550,2438763,221506,-36,12.0,1.0,Active,0,0
28131,4848787,1949385,289921,-24,18.0,13.0,Active,0,0
28132,4848792,2543257,166854,-26,6.0,3.0,Active,0,0
28133,4848798,1155972,436870,-27,12.0,6.0,Active,0,0
