,index,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
3703,619029,2743802,397850,Consumer loans,,71415.0,71415.0,0.0,71415.0,SATURDAY,15,Y,1,0.0,,,XAP,Unused offer,-547,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,25,Connectivity,,XNA,POS mobile with interest,,,,,,
3704,619160,1609799,374994,Cash loans,,0.0,0.0,,,WEDNESDAY,8,Y,1,,,,XNA,Canceled,-353,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3705,619679,1730228,220316,Cash loans,54249.615,630000.0,751900.5,,630000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-714,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-684.0,-174.0,-384.0,-376.0,1.0
3706,619946,2563355,179583,Consumer loans,6132.375,56655.0,55197.0,5665.5,56655.0,SATURDAY,12,Y,1,0.1013800705763737,,,XAP,Approved,-2813,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2780.0,-2510.0,-2510.0,-2504.0,1.0
3707,620094,2334937,392190,Consumer loans,8471.43,156433.5,183483.0,0.0,156433.5,MONDAY,16,Y,1,0.0,,,XAP,Refused,-861,Cash through the bank,LIMIT,,Repeater,Computers,POS,XNA,Country-wide,2300,Consumer electronics,36.0,middle,POS household with interest,,,,,,
3708,620804,1213189,301720,Revolving loans,9000.0,180000.0,180000.0,,180000.0,TUESDAY,10,Y,1,,,,XAP,Approved,-562,XNA,XAP,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-562.0,-515.0,365243.0,365243.0,365243.0,0.0
3709,620824,2205719,258231,Cash loans,14752.035,270000.0,306531.0,,270000.0,FRIDAY,12,Y,1,,,,XNA,Refused,-1132,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,30.0,low_normal,Cash Street: low,,,,,,
3710,620880,1297406,127088,Consumer loans,3396.015,21600.0,27409.5,0.0,21600.0,SATURDAY,9,Y,1,0.0,,,XAP,Refused,-1362,Cash through the bank,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,12.0,high,POS mobile with interest,,,,,,
3711,621217,1989476,350681,Cash loans,48331.35,675000.0,826600.5,,675000.0,TUESDAY,11,Y,1,,,,XNA,Approved,-872,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-842.0,-152.0,-512.0,-496.0,1.0
3712,621496,1044792,449148,Revolving loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XAP,Refused,-179,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
3713,621634,1272260,418104,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-321,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,0,XNA,,XNA,Cash,,,,,,
3714,621732,2638870,216012,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-477,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Cash,,,,,,
3715,621825,1271162,374732,Cash loans,13491.945,166500.0,199467.0,,166500.0,SATURDAY,9,Y,1,,,,XNA,Approved,-1399,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,365243.0,-1369.0,-319.0,-349.0,-341.0,1.0
3716,621857,2822141,174008,Consumer loans,4381.65,47974.5,43173.0,4801.5,47974.5,SATURDAY,11,Y,1,0.1090010317981428,,,XAP,Approved,-678,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,33,Connectivity,12.0,middle,POS mobile with interest,365243.0,-622.0,-292.0,-562.0,-558.0,0.0
3717,621996,1989593,399322,Revolving loans,13500.0,270000.0,270000.0,,270000.0,THURSDAY,9,Y,1,,,,XAP,Approved,-217,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-212.0,-168.0,365243.0,365243.0,365243.0,0.0
3718,622084,2612756,418938,Cash loans,20809.8,405000.0,405000.0,,405000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-45,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
3719,622126,1195003,347393,Cash loans,13286.925,112500.0,144864.0,,112500.0,FRIDAY,15,Y,1,,,,Other,Refused,-1502,Cash through the bank,HC,Children,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,,,,,,
3720,622259,1380579,158260,Consumer loans,7396.155,41125.5,41125.5,0.0,41125.5,TUESDAY,17,Y,1,0.0,,,XAP,Approved,-476,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,60,Furniture,6.0,low_normal,POS industry with interest,365243.0,-445.0,-295.0,-295.0,-289.0,0.0
3721,622335,2577119,220614,Cash loans,37377.945,360000.0,450499.5,0.0,360000.0,FRIDAY,16,Y,1,0.0,,,XNA,Refused,-2023,Cash through the bank,LIMIT,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,,,,,,
3722,622761,1604293,378107,Cash loans,37962.0,900000.0,900000.0,,900000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-1355,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,middle,Cash X-Sell: middle,365243.0,-1325.0,445.0,-905.0,-898.0,0.0
3723,622837,2102068,285137,Consumer loans,6113.43,39825.0,48055.5,1980.0,39825.0,WEDNESDAY,13,Y,1,0.04309740084539977,,,XAP,Approved,-2049,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,45,Connectivity,12.0,high,POS mobile with interest,365243.0,-2018.0,-1688.0,-1688.0,-1681.0,0.0
3724,622896,1989266,252540,Consumer loans,2812.95,28440.0,28129.5,2844.0,28440.0,MONDAY,10,Y,1,0.10000079246628713,,,XAP,Approved,-2542,Cash through the bank,XAP,Children,Repeater,Computers,POS,XNA,Stone,129,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2512.0,-2182.0,-2362.0,-2354.0,1.0
3725,623122,2471807,272566,Cash loans,59355.0,2250000.0,2250000.0,,2250000.0,FRIDAY,14,Y,1,,,,XNA,Approved,-784,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_action,Cash X-Sell: low,365243.0,-754.0,1016.0,365243.0,365243.0,0.0
3726,623638,1742365,290817,Consumer loans,8331.345,45400.5,40860.0,4540.5,45400.5,SUNDAY,13,Y,1,0.10891988574414972,,,XAP,Refused,-2216,Cash through the bank,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,27,Connectivity,6.0,high,POS mobile with interest,,,,,,
3727,623793,1977170,107565,Revolving loans,,0.0,0.0,,,THURSDAY,16,Y,1,,,,XAP,Canceled,-46,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
3728,623821,2010737,309204,Cash loans,51546.24,1822500.0,2039013.0,,1822500.0,SATURDAY,14,Y,1,,,,XNA,Approved,-471,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_action,Cash X-Sell: low,,,,,,
3729,623948,1824771,433606,Consumer loans,2594.25,24705.0,22230.0,2475.0,24705.0,THURSDAY,13,Y,1,0.10910746812386153,,,XAP,Approved,-2686,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,18,Connectivity,12.0,low_normal,POS mobile with interest,365243.0,-2643.0,-2313.0,-2553.0,-2550.0,0.0
3730,624025,1139537,248308,Cash loans,12735.18,157500.0,232344.0,,157500.0,SUNDAY,16,Y,1,,,,XNA,Approved,-4,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
3731,624386,2093441,158527,Cash loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-318,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3732,624564,2723466,270220,Consumer loans,10456.785,112005.0,89604.0,22401.0,112005.0,SUNDAY,15,Y,1,0.2178181818181818,,,XAP,Refused,-2599,Cash through the bank,SCO,,Repeater,XNA,POS,XNA,Stone,41,Connectivity,12.0,high,POS mobile with interest,,,,,,
3733,624641,1494296,400784,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,12,Y,1,,,,XAP,Approved,-295,XNA,XAP,"Spouse, partner",Repeater,XNA,Cards,walk-in,Country-wide,8025,Consumer electronics,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
3734,625106,1877711,410660,Cash loans,7189.74,67500.0,71955.0,,67500.0,WEDNESDAY,10,Y,1,,,,XNA,Approved,-1714,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,middle,Cash X-Sell: middle,365243.0,-1684.0,-1354.0,-1354.0,-1346.0,1.0
3735,625204,1751036,321462,Revolving loans,4500.0,90000.0,90000.0,,90000.0,FRIDAY,10,Y,1,,,,XAP,Refused,-644,XNA,HC,,Refreshed,XNA,Cards,walk-in,AP+ (Cash loan),30,XNA,0.0,XNA,Card Street,,,,,,
3736,625235,2195096,345539,Cash loans,65790.0,2250000.0,2250000.0,,2250000.0,THURSDAY,19,Y,1,,,,XNA,Refused,-264,Cash through the bank,HC,Children,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
3737,625265,2276747,117199,Revolving loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XAP,Canceled,-223,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
3738,625410,1833048,401077,Cash loans,,0.0,0.0,,,TUESDAY,19,Y,1,,,,XNA,Canceled,-149,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3739,625962,2208110,268441,Revolving loans,7875.0,0.0,157500.0,,,WEDNESDAY,16,Y,1,,,,XAP,Approved,-2385,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
3740,626261,2378923,135359,Consumer loans,12581.28,90355.5,103473.0,0.0,90355.5,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-255,XNA,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,,,,,,
3741,626437,2186581,285004,Consumer loans,4717.44,36783.0,40423.5,0.0,36783.0,TUESDAY,17,Y,1,0.0,,,XAP,Approved,-2633,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,17,Connectivity,12.0,high,POS mobile with interest,365243.0,-2602.0,-2272.0,-2272.0,-2264.0,1.0
3742,626581,1445207,328856,Consumer loans,1876.59,16497.0,18490.5,1651.5,16497.0,WEDNESDAY,13,Y,1,0.0892976683727354,,,XAP,Approved,-835,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,80,Connectivity,12.0,middle,POS mobile with interest,365243.0,-804.0,-474.0,-714.0,-698.0,0.0
3743,626831,1390444,117476,Consumer loans,13130.235,62995.5,66114.0,0.0,62995.5,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-2525,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1161,Consumer electronics,6.0,high,POS household with interest,365243.0,-2494.0,-2344.0,-2344.0,-2336.0,1.0
3744,627196,1603839,392190,Consumer loans,,82881.0,82881.0,0.0,82881.0,MONDAY,15,Y,1,0.0,,,XAP,Unused offer,-1162,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,25,Connectivity,,XNA,POS mobile with interest,,,,,,
3745,627238,2620575,310463,Cash loans,,0.0,0.0,,,SATURDAY,12,Y,1,,,,XNA,Canceled,-437,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3746,627619,2731091,363601,Consumer loans,12855.195,116410.5,116410.5,0.0,116410.5,FRIDAY,17,Y,1,0.0,,,XAP,Approved,-644,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,20,Connectivity,12.0,high,POS mobile with interest,365243.0,-608.0,-278.0,-278.0,-271.0,0.0
3747,627653,2146253,452249,Cash loans,13734.405,121500.0,137538.0,,121500.0,MONDAY,15,Y,1,,,,XNA,Refused,-366,Cash through the bank,HC,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,,,,,,
3748,627723,2782913,367893,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-439,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3749,627747,1874795,172271,Consumer loans,6427.395,49455.0,48181.5,4945.5,49455.0,THURSDAY,13,Y,1,0.10138157793417826,,,XAP,Approved,-2511,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,42,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2480.0,-2210.0,-2210.0,-2207.0,1.0
3750,627784,1639286,322518,Consumer loans,9569.835,55755.0,50130.0,5625.0,55755.0,TUESDAY,11,Y,1,0.10987599970650816,,,XAP,Approved,-1180,Cash through the bank,XAP,"Spouse, partner",Refreshed,Audio/Video,POS,XNA,Stone,140,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1143.0,-993.0,-993.0,-986.0,0.0
3751,628035,1154285,112676,Consumer loans,7219.89,80995.5,71640.0,16200.0,80995.5,SUNDAY,11,Y,1,0.20085692995529067,,,XAP,Approved,-867,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,800,Consumer electronics,12.0,middle,POS household with interest,365243.0,-836.0,-506.0,-506.0,-489.0,0.0
3752,628139,2328943,407588,Cash loans,18090.09,90000.0,92970.0,0.0,90000.0,SATURDAY,9,Y,1,0.0,,,XNA,Approved,-2284,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high,365243.0,-2254.0,-2104.0,-2104.0,-2101.0,1.0
3753,628208,1962981,331304,Cash loans,58681.755,270000.0,310059.0,,270000.0,WEDNESDAY,16,Y,1,,,,XNA,Refused,-854,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,,,,,,
3754,628272,2832057,105422,Cash loans,27119.88,315000.0,340573.5,,315000.0,SUNDAY,11,Y,1,,,,Buying a home,Approved,-432,Cash through the bank,XAP,,Refreshed,XNA,Cash,walk-in,Country-wide,30,Connectivity,18.0,middle,Cash Street: middle,365243.0,-402.0,108.0,365243.0,365243.0,1.0
3755,628331,2253710,207714,Cash loans,25329.15,225000.0,239850.0,,225000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-1440,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1410.0,-1080.0,-1260.0,-1256.0,1.0
3756,628373,2786110,431241,Consumer loans,3839.715,26910.0,24210.0,2700.0,26910.0,SUNDAY,13,Y,1,0.10927333536029184,,,XAP,Refused,-2771,Cash through the bank,HC,Family,Repeater,XNA,POS,XNA,Country-wide,30,Connectivity,8.0,low_normal,POS mobile with interest,,,,,,
3757,628475,1453670,414598,Consumer loans,3135.24,34515.0,31063.5,3451.5,34515.0,WEDNESDAY,17,Y,1,0.1089090909090909,,,XAP,Refused,-278,Cash through the bank,HC,,Repeater,Mobile,POS,XNA,Country-wide,102,Connectivity,12.0,middle,POS mobile with interest,,,,,,
3758,628479,1948892,451528,Consumer loans,2151.72,19566.0,19350.0,1957.5,19566.0,FRIDAY,18,Y,1,0.10005375827973503,,,XAP,Approved,-2614,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-2583.0,-2253.0,-2253.0,-2248.0,1.0
3759,628518,1364908,185059,Cash loans,25957.395,585000.0,654498.0,,585000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-1008,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-978.0,72.0,-318.0,-311.0,1.0
3760,628642,1963722,155986,Consumer loans,18021.6,188073.0,180216.0,22500.0,188073.0,THURSDAY,11,Y,1,0.1208811611049224,,,XAP,Approved,-1649,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1618.0,-1288.0,-1288.0,-1282.0,0.0
3761,628692,1959769,248839,Cash loans,51334.695,810000.0,893398.5,,810000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-830,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,365243.0,-794.0,256.0,-794.0,-777.0,0.0
3762,628914,1735118,314418,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-401,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3763,629364,2046529,379261,Cash loans,39160.665,751500.0,751500.0,,751500.0,FRIDAY,11,Y,1,,,,XNA,Canceled,-458,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,48.0,high,Cash X-Sell: high,,,,,,
3764,629440,1962054,234829,Cash loans,17269.83,229500.0,248130.0,,229500.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-901,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-871.0,-361.0,-661.0,-645.0,1.0
3765,629967,2837901,300212,Cash loans,27709.11,315000.0,349096.5,,315000.0,TUESDAY,16,Y,1,,,,XNA,Refused,-765,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,,,,,,
3766,630533,1698723,300954,Consumer loans,16553.7,85041.0,91215.0,0.0,85041.0,THURSDAY,12,Y,1,0.0,,,XAP,Approved,-308,XNA,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-277.0,-127.0,-157.0,-151.0,0.0
3767,631103,2507998,120899,Revolving loans,13500.0,270000.0,270000.0,,270000.0,THURSDAY,17,Y,1,,,,XAP,Approved,-56,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
3768,631162,1222863,246131,Cash loans,14269.86,67500.0,69727.5,,67500.0,MONDAY,11,Y,1,,,,Other,Refused,-514,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Country-wide,20,Connectivity,6.0,high,Cash Street: high,,,,,,
3769,631240,1759411,191485,Cash loans,,0.0,0.0,,,FRIDAY,6,Y,1,,,,XNA,Canceled,-315,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3770,631389,2668114,348430,Cash loans,48258.225,1350000.0,1506816.0,,1350000.0,FRIDAY,12,Y,1,,,,XNA,Refused,-178,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
3771,631792,2350848,422839,Consumer loans,4382.28,71991.0,71991.0,0.0,71991.0,FRIDAY,17,Y,1,0.0,,,XAP,Refused,-1403,Cash through the bank,HC,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1500,Consumer electronics,24.0,middle,POS household with interest,,,,,,
3772,631928,1631117,337510,Cash loans,,0.0,0.0,,,SATURDAY,10,Y,1,,,,XNA,Canceled,-293,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3773,632197,2839313,418599,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-39,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3774,632478,1812529,102874,Consumer loans,5255.955,48564.0,47308.5,4860.0,48564.0,MONDAY,11,Y,1,0.1014593445888192,,,XAP,Approved,-2660,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,501,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2629.0,-2359.0,-2389.0,-2381.0,1.0
3775,632774,1283257,318386,Consumer loans,8350.11,59283.0,68674.5,0.0,59283.0,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-136,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,,,,,,
3776,632880,2053702,321253,Consumer loans,18645.615,173677.5,167827.5,17370.0,173677.5,MONDAY,16,Y,1,0.1021477562651174,,,XAP,Approved,-2459,XNA,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,3560,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2428.0,-2158.0,-2158.0,-2152.0,1.0
3777,632978,1021607,129631,Cash loans,,0.0,0.0,,,WEDNESDAY,15,Y,1,,,,XNA,Canceled,-162,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3778,633121,1362083,360124,Consumer loans,3061.035,25380.0,25173.0,2475.0,25380.0,FRIDAY,11,Y,1,0.09749348958333323,,,XAP,Approved,-2218,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,92,Connectivity,12.0,high,POS mobile with interest,365243.0,-2187.0,-1857.0,-1977.0,-1971.0,0.0
3779,633184,1219600,176938,Cash loans,26826.615,315000.0,339948.0,,315000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-311,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-281.0,229.0,365243.0,365243.0,1.0
3780,633264,2759723,279166,Consumer loans,5455.395,39145.5,43794.0,0.0,39145.5,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-258,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Country-wide,95,Consumer electronics,12.0,high,POS household with interest,365243.0,-228.0,102.0,365243.0,365243.0,1.0
3781,633295,1907013,280691,Consumer loans,17641.26,189000.0,189000.0,0.0,189000.0,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-653,Cash through the bank,XAP,,Repeater,Tourism,POS,XNA,Stone,26,Industry,12.0,low_normal,POS other with interest,365243.0,-622.0,-292.0,-442.0,-433.0,0.0
3782,633655,2769145,319822,Consumer loans,6069.915,60707.25,54634.5,6072.75,60707.25,SATURDAY,13,Y,1,0.10894541950396074,,,XAP,Approved,-2464,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Stone,701,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2433.0,-2163.0,-2163.0,-2155.0,0.0
3783,633661,2837486,105461,Consumer loans,8739.765,83466.0,81837.0,9000.0,83466.0,MONDAY,16,Y,1,0.10790556911630922,,,XAP,Approved,-1595,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,2200,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1564.0,-1234.0,-1444.0,-1435.0,0.0
3784,633807,2234059,314602,Revolving loans,13500.0,0.0,270000.0,,,SUNDAY,18,Y,1,,,,XAP,Approved,-967,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-901.0,-861.0,365243.0,365243.0,365243.0,0.0
3785,634046,1959027,165806,Consumer loans,16418.565,162000.0,175900.5,0.0,162000.0,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-488,Cash through the bank,XAP,Family,Refreshed,Clothing and Accessories,POS,XNA,Stone,12,Clothing,12.0,low_normal,POS industry with interest,365243.0,-458.0,-128.0,-158.0,-152.0,1.0
3786,634451,2529399,359841,Revolving loans,,0.0,0.0,,,FRIDAY,16,Y,1,,,,XAP,Canceled,-468,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
3787,634648,1959683,414383,Cash loans,27432.135,540000.0,604152.0,,540000.0,SUNDAY,14,Y,1,,,,XNA,Approved,-724,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-694.0,356.0,-304.0,-297.0,1.0
3788,634989,1455882,237768,Cash loans,57330.0,1350000.0,1350000.0,,1350000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-629,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-592.0,458.0,-502.0,-499.0,0.0
3789,635034,1026611,240183,Consumer loans,5256.045,32850.0,29565.0,3285.0,32850.0,WEDNESDAY,12,Y,1,0.1089090909090909,,,XAP,Approved,-951,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,25,Furniture,6.0,low_normal,POS industry with interest,365243.0,-914.0,-764.0,-764.0,-757.0,0.0
