,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
10949,1750636,2118652,146004,-44,168904.98,157500,0.0,0.0,0.0,0.0,7875.0,0.0,0.0,156569.535,168904.98,168904.98,0.0,0,0.0,0.0,48.0,Active,1,1
10950,1750747,2605555,189207,-35,143389.71,135000,24750.0,24750.0,0.0,0.0,5873.445,0.0,0.0,133443.81,138007.71,138007.71,4.0,4,0.0,0.0,10.0,Active,0,0
10951,1751410,1611098,220416,-34,111140.1,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,106772.895,111140.1,111140.1,0.0,0,0.0,0.0,57.0,Active,0,0
10952,1751451,2605576,430540,-88,0.0,67500,0.0,0.0,0.0,0.0,856.935,1141.335,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
10953,1751566,2463743,455975,-80,159271.155,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,152962.605,159271.155,159271.155,0.0,0,0.0,0.0,6.0,Active,0,0
10954,1751569,1635397,245255,-79,57656.835,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,55320.66,57656.835,57656.835,0.0,0,0.0,0.0,6.0,Active,0,0
10955,1751711,1381395,418539,-88,129612.6,135000,0.0,79200.0,0.0,79200.0,6750.0,13500.0,13500.0,124566.03,129612.6,129612.6,0.0,1,0.0,1.0,1.0,Active,0,0
10956,1751736,1444468,424702,-86,2111.085,135000,0.0,0.0,0.0,0.0,6750.0,108450.0,108450.0,552.915,2111.085,2111.085,0.0,0,0.0,0.0,10.0,Active,0,0
10957,1751891,2475922,433606,-89,161761.77,225000,3150.0,3150.0,0.0,0.0,7875.0,7875.0,7875.0,154983.015,161761.77,161761.77,3.0,3,0.0,0.0,13.0,Active,0,0
10958,1751908,1363519,223606,-79,49040.46,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,47234.655,49040.46,49040.46,0.0,0,0.0,0.0,7.0,Active,0,0
10959,1751973,1188710,334522,-89,182810.025,180000,10350.0,10350.0,0.0,0.0,10800.0,11250.0,11250.0,174922.425,182810.025,182810.025,1.0,1,0.0,0.0,25.0,Active,0,0
10960,1752173,1383303,130316,-95,102711.69,112500,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,98515.71,102711.69,102711.69,0.0,0,0.0,0.0,10.0,Active,0,0
10961,1752283,2832921,341715,-92,150921.405,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,146175.435,150921.405,150921.405,0.0,0,0.0,0.0,3.0,Active,0,0
10962,1752421,1391007,125387,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,377.145,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
10963,1752438,2287948,197946,-58,139076.595,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,130036.32,139076.595,139076.595,0.0,0,0.0,0.0,20.0,Active,0,0
10964,1752743,2250456,147732,-55,188641.305,180000,14850.0,14850.0,0.0,0.0,10800.0,10800.0,10800.0,177811.695,188641.305,188641.305,3.0,3,0.0,0.0,48.0,Active,0,0
10965,1752856,1774931,391617,-63,162711.855,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,156207.465,166368.69,166368.69,0.0,0,0.0,0.0,40.0,Active,0,0
10966,1752886,1903431,223935,-53,66957.705,67500,4500.0,4500.0,0.0,0.0,3375.0,6750.0,6750.0,63705.015,66957.705,66957.705,1.0,1,0.0,0.0,44.0,Active,0,0
10967,1753161,1915664,190566,-94,46410.84,90000,45000.0,45000.0,0.0,0.0,183.915,379.62,0.0,44804.295,46410.84,46410.84,1.0,1,0.0,0.0,3.0,Active,0,0
10968,1753205,1705470,305421,-93,185090.175,180000,67500.0,67500.0,0.0,0.0,10800.0,6750.0,6750.0,176971.815,185090.175,185090.175,3.0,3,0.0,0.0,11.0,Active,1,1
10969,1753367,1627556,214518,-93,37953.855,180000,0.0,0.0,0.0,0.0,4050.0,4050.0,4050.0,36394.65,37953.855,37953.855,0.0,0,0.0,0.0,16.0,Active,0,0
10970,1753624,1276226,368585,-86,60564.6,112500,6750.0,6750.0,0.0,0.0,5625.0,5625.0,5625.0,56062.485,60564.6,60564.6,3.0,3,0.0,0.0,2.0,Active,0,0
10971,1753658,1044526,114850,-94,48434.85,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,46658.25,48434.85,48434.85,0.0,0,0.0,0.0,8.0,Active,0,0
10972,1753700,2077456,336515,-91,91765.125,67500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,89701.29,91765.125,91765.125,0.0,0,0.0,0.0,8.0,Active,0,0
10973,1753738,2184201,112552,-32,226779.165,225000,0.0,0.0,0.0,0.0,11250.0,11700.0,11700.0,219389.355,226779.165,226779.165,0.0,0,0.0,0.0,23.0,Active,0,0
10974,1753815,1510578,333589,-32,118847.475,180000,112500.0,112500.0,0.0,0.0,,,0.0,112500.0,113465.475,113465.475,4.0,4,0.0,0.0,,Active,0,0
10975,1753855,1004224,414383,-33,112752.27,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,108861.345,112752.27,112752.27,0.0,0,0.0,0.0,68.0,Active,0,0
10976,1753982,1726477,132664,-32,384868.26,405000,0.0,1203.84,0.0,1203.84,20826.585,20700.0,20700.0,376335.63,387972.945,387972.945,0.0,2,0.0,2.0,12.0,Active,7,0
10977,1754144,1444488,333030,-30,0.0,180000,0.0,0.0,0.0,0.0,0.0,790.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.0,Active,0,0
10978,1754195,2837780,207452,-25,0.0,67500,0.0,0.0,0.0,0.0,0.0,41.085,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
10979,1754391,2241342,218376,-10,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
10980,1754481,2287948,197946,-6,118004.625,135000,22500.0,22500.0,0.0,0.0,6750.0,22500.0,22500.0,112000.005,118004.625,118004.625,1.0,1,0.0,0.0,54.0,Active,0,0
10981,1754711,1497494,199865,-8,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
10982,1754713,2307192,146597,-8,189932.715,180000,0.0,0.0,0.0,0.0,9644.355,11250.0,11250.0,179550.0,188550.18,188550.18,0.0,0,0.0,0.0,1.0,Active,0,0
10983,1754746,1565594,437062,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,34.605,34.605,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
10984,1754795,1256472,106214,-7,254440.17,270000,17100.0,50890.095,0.0,33790.095,10530.675,13500.0,1763.01,249318.63,252263.205,252263.205,2.0,29,0.0,27.0,2.0,Active,0,0
10985,1754937,2118522,279942,-7,138210.3,180000,0.0,0.0,0.0,0.0,7060.68,8775.0,8775.0,132438.915,137190.51,137190.51,0.0,0,0.0,0.0,21.0,Active,0,0
10986,1755109,1627556,214518,-36,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
10987,1755412,1242482,199136,-28,0.0,117000,0.0,0.0,0.0,0.0,0.0,1595.025,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
10988,1755427,1211220,138084,-37,0.0,180000,0.0,0.0,0.0,0.0,0.0,294.975,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
10989,1755442,1416962,389964,-27,105092.91,180000,22500.0,22500.0,0.0,0.0,9000.0,0.0,0.0,91124.1,105092.91,105092.91,1.0,1,0.0,0.0,42.0,Active,1,1
10990,1755511,1033702,252782,-37,463762.845,450000,0.0,0.0,0.0,0.0,23160.735,23850.0,23850.0,439365.105,463762.845,463762.845,0.0,0,0.0,0.0,3.0,Active,0,0
10991,1755592,1723017,432607,-37,0.0,157500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.0,Active,0,0
10992,1755911,2239437,359198,-84,145414.26,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,140739.975,145414.26,145414.26,0.0,0,0.0,0.0,12.0,Active,0,0
10993,1756103,1061295,167947,-41,122223.825,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,114546.42,122223.825,122223.825,0.0,0,0.0,0.0,50.0,Active,1,1
10994,1756150,1000850,305987,-37,101862.09,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,98160.3,101862.09,101862.09,0.0,0,0.0,0.0,46.0,Active,0,0
10995,1756209,1940453,385975,-31,0.0,45000,0.0,0.0,0.0,0.0,0.0,175.275,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
10996,1756394,1776408,308082,-39,0.0,270000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
10997,1756474,2075416,350681,-34,0.0,0,0.0,0.0,0.0,0.0,0.0,211.995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
10998,1756477,1855530,217602,-40,0.0,63000,0.0,0.0,0.0,0.0,0.0,181.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
10999,1756772,2645251,139201,-81,0.0,135000,0.0,0.0,0.0,0.0,0.0,371.52,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
11000,1756819,1749848,422011,-80,182389.68,180000,0.0,0.0,0.0,0.0,10800.0,10800.0,10800.0,175178.07,182389.68,182389.68,0.0,0,0.0,0.0,33.0,Active,0,0
11001,1756892,2458362,364547,-80,0.0,180000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11002,1756942,2226987,112645,-78,0.0,112500,0.0,0.0,0.0,0.0,0.0,50.67,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
11003,1757000,1592229,197465,-73,0.0,67500,0.0,0.0,0.0,0.0,0.0,606.15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
11004,1757132,1815015,235737,-74,93585.735,112500,94500.0,94500.0,0.0,0.0,0.0,7062.66,6750.0,87437.34,93585.735,93585.735,3.0,3,0.0,0.0,14.0,Active,0,0
11005,1757141,1861272,263482,-77,53616.735,180000,0.0,0.0,0.0,0.0,9000.0,12600.0,12600.0,50049.72,53616.735,53616.735,0.0,0,0.0,0.0,26.0,Active,0,0
11006,1757164,1903431,223935,-71,64532.475,67500,2250.0,2250.0,0.0,0.0,3375.0,6750.0,6750.0,61875.225,64532.475,64532.475,1.0,1,0.0,0.0,26.0,Active,0,0
11007,1757511,1417410,242266,-68,139674.78,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,134436.465,139674.78,139674.78,0.0,0,0.0,0.0,4.0,Active,0,0
11008,1757579,1749827,110420,-77,1372.185,180000,0.0,0.0,0.0,0.0,9000.0,171990.0,171990.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
11009,1757675,1000860,365481,-74,66253.995,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,63716.265,66253.995,66253.995,0.0,0,0.0,0.0,20.0,Active,0,0
11010,1757784,1000850,305987,-73,139996.71,135000,900.0,900.0,0.0,0.0,6750.0,6750.0,6750.0,134905.41,139996.71,139996.71,1.0,1,0.0,0.0,10.0,Active,0,0
11011,1758079,1084081,109021,-76,0.0,135000,0.0,0.0,0.0,0.0,0.0,63.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
11012,1758102,2341010,112112,-68,0.0,135000,0.0,0.0,0.0,0.0,0.0,329.67,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
11013,1758797,1835377,134812,-54,0.0,270000,0.0,0.0,0.0,0.0,1120.5,2501.55,0.0,0.0,-1381.05,-1381.05,0.0,0,0.0,0.0,31.0,Active,0,0
11014,1758975,1835377,134812,-44,17667.225,270000,11250.0,11250.0,0.0,0.0,13500.0,22500.0,22500.0,12108.33,17667.225,17667.225,1.0,1,0.0,0.0,39.0,Active,0,0
11015,1759540,2126638,129329,-43,0.0,112500,0.0,0.0,0.0,0.0,0.0,91.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.0,Active,0,0
11016,1759597,1987217,360472,-43,0.0,450000,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
11017,1759673,1035156,312825,-43,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11018,1759697,2556923,347393,-52,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11019,1760002,1205714,454600,-49,84337.2,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,81231.93,84337.2,84337.2,0.0,0,0.0,0.0,46.0,Active,0,0
11020,1760030,1745194,236360,-57,117976.635,112500,1800.0,1800.0,0.0,0.0,5625.0,5625.0,5625.0,112177.89,117976.635,117976.635,2.0,2,0.0,0.0,24.0,Active,0,0
11021,1760238,1538409,293169,-6,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11022,1760419,1723017,432607,-7,0.0,157500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.0,Completed,0,0
11023,1760450,2496450,220887,-6,0.0,900000,0.0,89584.2,0.0,89584.2,2250.0,108900.0,108900.0,0.0,0.0,0.0,0.0,10,0.0,10.0,3.0,Active,0,0
11024,1760574,1490021,383622,-6,0.0,112500,0.0,0.0,0.0,0.0,0.0,399.42,399.42,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
11025,1760634,1768323,142676,-5,418066.38,450000,20250.0,23868.0,0.0,3618.0,22057.29,22950.0,61.11,411877.395,418066.38,418066.38,3.0,8,0.0,5.0,39.0,Active,0,0
11026,1760638,1619590,151481,-5,132271.155,135000,0.0,0.0,0.0,0.0,7160.58,6750.0,6750.0,126080.685,132946.155,132946.155,0.0,0,0.0,0.0,38.0,Active,8,0
11027,1760667,1386416,419705,-6,465086.025,450000,0.0,0.0,0.0,0.0,21149.73,22500.0,22500.0,444594.195,461662.65,461662.65,0.0,0,0.0,0.0,38.0,Active,0,0
11028,1760752,1276212,193027,-6,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11029,1760877,2581632,336956,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,21779.01,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
11030,1761005,2729862,209288,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Completed,0,0
11031,1761271,1831111,431356,-4,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11032,1761373,2101437,372400,-6,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11033,1761399,2439040,364183,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,14.49,14.49,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
11034,1761407,1280965,290817,-3,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11035,1761584,1782432,413627,-41,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11036,1761791,1599566,432788,-41,0.0,90000,0.0,0.0,0.0,0.0,0.0,20.475,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,Active,0,0
11037,1761796,1205714,454600,-32,232247.43,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,224506.8,232247.43,232247.43,0.0,0,0.0,0.0,63.0,Active,0,0
11038,1761802,1644645,332161,-33,0.0,180000,0.0,0.0,0.0,0.0,0.0,252.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
11039,1761866,2208091,302749,-35,67.5,90000,0.0,0.0,0.0,0.0,0.0,949.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.0,Active,0,0
11040,1762032,2387936,337429,-36,0.0,292500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11041,1762601,1281776,387494,-94,547.155,90000,0.0,0.0,0.0,0.0,4500.0,78750.0,78750.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
11042,1762869,1931636,202204,-47,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11043,1763012,1444468,424702,-55,309.555,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.555,309.555,0.0,0,0.0,0.0,35.0,Active,213,0
11044,1763137,1855530,217602,-57,0.0,63000,0.0,0.0,0.0,0.0,0.0,181.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
11045,1763345,1374808,311535,-58,0.0,0,0.0,0.0,0.0,0.0,0.0,1437.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
11046,1763788,2379793,323041,-29,0.0,0,0.0,0.0,0.0,0.0,0.0,666.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
11047,1763834,2350497,173948,-28,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11048,1763927,2341010,112112,-29,0.0,0,0.0,0.0,0.0,0.0,0.0,329.67,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
11049,1764157,2208110,268441,-29,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11050,1764169,1640149,362382,-28,0.0,45000,0.0,0.0,0.0,0.0,0.0,222.435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
11051,1764486,2761375,274495,-32,0.0,45000,0.0,0.0,0.0,0.0,0.0,462.78,462.78,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
11052,1764542,1852252,328614,-32,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11053,1764653,1155815,248839,-37,347904.405,427500,220500.0,220500.0,0.0,0.0,10712.52,49500.0,49500.0,335750.535,346791.015,346791.015,2.0,2,0.0,0.0,3.0,Active,0,0
11054,1764954,1449880,203807,-42,318680.19,337500,0.0,0.0,0.0,0.0,,18000.0,522.18,313556.67,321278.94,321278.94,0.0,0,0.0,0.0,,Active,0,0
11055,1765146,1861272,263482,-39,0.0,0,0.0,0.0,0.0,0.0,0.0,4282.065,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
11056,1765279,2738041,265216,-42,0.0,405000,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
11057,1765398,1643727,355991,-36,0.0,67500,0.0,0.0,0.0,0.0,0.0,138.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
11058,1765702,1745194,236360,-62,114316.47,112500,6750.0,9000.0,0.0,2250.0,5625.0,5625.0,5625.0,108728.415,114316.47,114316.47,2.0,7,0.0,5.0,19.0,Active,0,0
11059,1765712,1188710,334522,-64,170404.605,180000,0.0,0.0,0.0,0.0,10800.0,13500.0,13500.0,163747.89,170404.605,170404.605,0.0,0,0.0,0.0,50.0,Active,0,0
11060,1766036,1182358,295379,-54,66444.39,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,62909.28,66444.39,66444.39,0.0,0,0.0,0.0,30.0,Active,0,0
11061,1766081,1185126,183222,-57,122371.83,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,117643.05,122371.83,122371.83,0.0,0,0.0,0.0,32.0,Active,0,0
11062,1766628,2287948,197946,-21,178.11,135000,0.0,0.0,0.0,0.0,281.88,103.77,0.0,0.0,178.11,178.11,0.0,0,0.0,0.0,44.0,Active,1,0
11063,1766667,1749848,422011,-25,20.655,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.655,20.655,0.0,0,0.0,0.0,63.0,Active,762,0
11064,1766803,2570184,319090,-25,0.0,67500,0.0,0.0,0.0,0.0,0.0,3104.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Active,0,0
11065,1767100,2605598,183645,-16,0.0,67500,0.0,0.0,0.0,0.0,0.0,109.665,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
11066,1767116,1280194,369617,-16,0.0,202500,0.0,0.0,0.0,0.0,0.0,437.175,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
11067,1767159,2242716,263031,-25,0.0,0,0.0,0.0,0.0,0.0,0.0,104.265,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
11068,1767293,1810834,288579,-25,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11069,1767420,1782432,413627,-42,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11070,1767598,1719774,159958,-36,41805.945,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,39822.345,41805.945,41805.945,0.0,0,0.0,0.0,31.0,Active,0,0
11071,1767629,1762158,185561,-41,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11072,1767706,1641251,193479,-42,0.0,135000,0.0,0.0,0.0,0.0,0.0,674.55,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
11073,1767953,2166624,107847,-42,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11074,1767963,2379793,323041,-34,0.0,0,0.0,0.0,0.0,0.0,0.0,666.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
11075,1768144,2044297,261673,-34,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
11076,1768562,2697917,176676,-13,0.0,0,0.0,0.0,0.0,0.0,0.0,4.23,4.23,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
11077,1768670,1686000,242192,-15,0.0,45000,0.0,0.0,0.0,0.0,0.0,232.155,232.155,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
11078,1768751,2356129,424359,-19,0.0,45000,0.0,0.0,0.0,0.0,0.0,2282.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
11079,1769237,2834243,424539,-5,376034.535,360000,4500.0,7110.0,0.0,2610.0,18704.475,0.0,0.0,358699.455,374689.035,374689.035,1.0,2,0.0,1.0,4.0,Active,0,0
11080,1769408,2173681,432695,-82,0.0,67500,0.0,0.0,0.0,0.0,0.0,299.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
11081,1769531,2617693,228354,-82,10325.34,157500,0.0,0.0,0.0,0.0,7875.0,13500.0,13500.0,7667.775,10325.34,10325.34,0.0,0,0.0,0.0,1.0,Signed,0,0
11082,1769567,1444468,424702,-79,131746.995,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,127620.675,131746.995,131746.995,0.0,0,0.0,0.0,14.0,Active,0,0
11083,1769609,1417381,121850,-82,187266.87,180000,6750.0,6750.0,0.0,0.0,9000.0,14850.0,14850.0,179723.52,187266.87,187266.87,1.0,1,0.0,0.0,4.0,Active,0,0
11084,1770005,1373705,255569,-74,103318.02,112500,0.0,0.0,0.0,0.0,5625.0,6750.0,6750.0,99817.155,102736.44,102736.44,0.0,0,0.0,0.0,10.0,Active,0,0
11085,1770010,1749827,110420,-82,38037.915,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,34722.9,38037.915,38037.915,0.0,0,0.0,0.0,13.0,Active,0,0
11086,1770070,1678924,449196,-9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed,0,0
11087,1770156,2148532,146451,-9,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11088,1770250,1411240,153518,-7,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Completed,0,0
11089,1770421,2014069,384524,-6,467485.875,540000,0.0,90000.0,90000.0,0.0,20327.67,20700.0,20700.0,455153.175,464344.875,464344.875,0.0,2,2.0,0.0,6.0,Active,0,0
11090,1770423,2533201,263339,-5,343530.225,337500,0.0,2907.855,0.0,2907.855,17610.435,18092.025,18092.025,335158.245,342597.24,342597.24,0.0,5,0.0,5.0,5.0,Active,0,0
11091,1770459,1309474,348027,-6,84601.935,135000,0.0,10996.65,0.0,10996.65,3681.09,3690.0,3690.0,81643.86,83991.78,83991.78,0.0,6,0.0,6.0,5.0,Active,0,0
11092,1770471,1923840,197746,-1,198331.65,193500,0.0,26608.05,0.0,26608.05,9199.395,10418.67,625.185,188982.405,198111.15,198111.15,0.0,52,0.0,52.0,6.0,Active,0,0
11093,1770576,1444468,424702,-4,309.555,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.555,309.555,0.0,0,0.0,0.0,35.0,Active,1765,0
11094,1770635,2356226,384656,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,163.215,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
11095,1770842,1287536,330840,-7,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11096,1770856,2801411,257324,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,69.345,69.345,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
11097,1771117,1940450,343458,-6,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11098,1771380,2356129,424359,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,2282.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
11099,1771495,2430059,167443,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,1433.61,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
11100,1771760,2246639,132125,-6,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
11101,1771807,1627556,214518,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Completed,0,0
11102,1772127,1855835,434934,-4,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
